累计代理总数,当日新增代理数,当日活跃代理数,代理佣金总额,代理贡献毛利占比,当日充值总额,当日充值笔数,当日充值人数,平均单笔充值额,当日提现总额,当日提现笔数,当日提现人数,充提差额（净流入）,充提比率,投注总额,有效打码总额,派彩总额,平台毛利润（GGR）,彩金总费用,返水总费用,平台净利润（NGR）,毛利率,净利率
19,0,4,711.04,100%,5100,3,2,1700,320,1,1,4780,15.9375,26401.45,24570.4,22985.28,3416.17,51,224.28677,2429.84323,12.94%,9.2%
