流水号,会员ID,帐变类型,帐变币种,帐变金额,帐变前余额,帐变后余额,关联单号,帐变时间,操作人员,备注
2069270085779832832,2065376588613611520,遊戲返水,USDT,0.008,167.5944,167.6024,2069270085453971456,2026-06-23 00:03:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270085872107520,2065376588613611520,遊戲返水,USDT,0.008,167.6024,167.6104,2069270085621743616,2026-06-23 00:03:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270086039879680,2065376588613611520,遊戲返水,USDT,0.008,167.6104,167.6184,2069270085789515776,2026-06-23 00:03:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270086199263232,2065376588613611520,遊戲返水,USDT,0.008,167.6184,167.6264,2069270085957287936,2026-06-23 00:03:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270086360727552,2065376588613611520,遊戲返水,USDT,0.008,167.6264,167.6344,2069270086125060096,2026-06-23 00:03:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270086515916800,2065376588613611520,遊戲返水,USDT,0.008,167.6344,167.6424,2069270086288637952,2026-06-23 00:03:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270086687883264,2065376588613611520,遊戲返水,USDT,0.008,167.6424,167.6504,2069270086452215808,2026-06-23 00:03:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270086866157568,2065376588613611520,遊戲返水,USDT,0.008,167.6504,167.6584,2069270086615793664,2026-06-23 00:03:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270087025541120,2065376588613611520,遊戲返水,USDT,0.008,167.6584,167.6664,2069270086787760128,2026-06-23 00:03:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270341380718592,2065376588613611520,遊戲返水,USDT,0.008,167.6664,167.6744,2069270341029691392,2026-06-23 00:04:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270341567348736,2065376588613611520,遊戲返水,USDT,0.008,167.6744,167.6824,2069270341268766720,2026-06-23 00:04:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270341686902784,2065376588613611520,遊戲返水,USDT,0.008,167.6824,167.6904,2069270341432344576,2026-06-23 00:04:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270341850480640,2065376588613611520,遊戲返水,USDT,0.008,167.6904,167.6984,2069270341604311040,2026-06-23 00:04:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270341999362048,2065376588613611520,遊戲返水,USDT,0.008,167.6984,167.7064,2069270341772083200,2026-06-23 00:04:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270342167134208,2065376588613611520,遊戲返水,USDT,0.008,167.7064,167.7144,2069270341935661056,2026-06-23 00:04:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270342330712064,2065376588613611520,遊戲返水,USDT,0.008,167.7144,167.7224,2069270342099238912,2026-06-23 00:04:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270342517374976,2065376588613611520,遊戲返水,USDT,0.008,167.7224,167.7304,2069270342267011072,2026-06-23 00:04:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270342672564224,2065376588613611520,遊戲返水,USDT,0.008,167.7304,167.7384,2069270342426394624,2026-06-23 00:04:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270342836142080,2065376588613611520,遊戲返水,USDT,0.008,167.7384,167.7464,2069270342585778176,2026-06-23 00:04:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270588853043200,2065376588613611520,遊戲返水,USDT,0.008,167.7464,167.7544,2069270588493627392,2026-06-23 00:05:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270588995649536,2065376588613611520,遊戲返水,USDT,0.016,167.7544,167.7704,2069270588741091328,2026-06-23 00:05:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270589155033088,2065376588613611520,遊戲返水,USDT,0.008,167.7704,167.7784,2069270588904669184,2026-06-23 00:05:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270589318610944,2065376588613611520,遊戲返水,USDT,0.016,167.7784,167.7944,2069270589072441344,2026-06-23 00:05:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270589530406912,2065376588613611520,遊戲返水,USDT,0.008,167.7944,167.8024,2069270589244407808,2026-06-23 00:05:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270589654155264,2065376588613611520,遊戲返水,USDT,0.008,167.8024,167.8104,2069270589403791360,2026-06-23 00:05:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270589809344512,2065376588613611520,遊戲返水,USDT,0.008,167.8104,167.8184,2069270589575757824,2026-06-23 00:05:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270589985505280,2065376588613611520,遊戲返水,USDT,0.008,167.8184,167.8264,2069270589739335680,2026-06-23 00:05:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270590125998080,2065376588613611520,遊戲返水,USDT,0.008,167.8264,167.8344,2069270589894524928,2026-06-23 00:05:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270590312660992,2065376588613611520,遊戲返水,USDT,0.008,167.8344,167.8424,2069270590062297088,2026-06-23 00:05:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270844730753024,2065376588613611520,遊戲返水,USDT,0.008,167.8424,167.8504,2069270844346171392,2026-06-23 00:06:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270844839804928,2065376588613611520,遊戲返水,USDT,0.008,167.8504,167.8584,2069270844581052416,2026-06-23 00:06:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270845039017984,2065376588613611520,遊戲返水,USDT,0.008,167.8584,167.8664,2069270844748824576,2026-06-23 00:06:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270845139681280,2065376588613611520,遊戲返水,USDT,0.008,167.8664,167.8744,2069270844912402432,2026-06-23 00:06:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270845303259136,2065376588613611520,遊戲返水,USDT,0.008,167.8744,167.8824,2069270845075980288,2026-06-23 00:06:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270845477339136,2065376588613611520,遊戲返水,USDT,0.016,167.8824,167.8984,2069270845231169536,2026-06-23 00:06:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270845636722688,2065376588613611520,遊戲返水,USDT,0.008,167.8984,167.9064,2069270845390553088,2026-06-23 00:06:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270845796106240,2065376588613611520,遊戲返水,USDT,0.008,167.9064,167.9144,2069270845554130944,2026-06-23 00:06:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270845944987648,2065376588613611520,遊戲返水,USDT,0.008,167.9144,167.9224,2069270845717708800,2026-06-23 00:06:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069270846108565504,2065376588613611520,遊戲返水,USDT,0.008,167.9224,167.9304,2069270845881286656,2026-06-23 00:06:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271092152745984,2065376588613611520,遊戲返水,USDT,0.008,167.9304,167.9384,2069271091818496000,2026-06-23 00:07:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271092316323840,2065376588613611520,遊戲返水,USDT,0.008,167.9384,167.9464,2069271092057571328,2026-06-23 00:07:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271092475707392,2065376588613611520,遊戲返水,USDT,0.008,167.9464,167.9544,2069271092229537792,2026-06-23 00:07:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271092695891968,2065376588613611520,遊戲返水,USDT,0.008,167.9544,167.9624,2069271092397309952,2026-06-23 00:07:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271092800749568,2065376588613611520,遊戲返水,USDT,0.008,167.9624,167.9704,2069271092565082112,2026-06-23 00:07:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271092964327424,2065376588613611520,遊戲返水,USDT,0.008,167.9704,167.9784,2069271092732854272,2026-06-23 00:07:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271093132099584,2065376588613611520,遊戲返水,USDT,0.008,167.9784,167.9864,2069271092900626432,2026-06-23 00:07:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271093295677440,2065376588613611520,遊戲返水,USDT,0.008,167.9864,167.9944,2069271093068398592,2026-06-23 00:07:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271093486534656,2065376588613611520,遊戲返水,USDT,0.008,167.9944,168.0024,2069271093236170752,2026-06-23 00:07:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271093639610368,2065376588613611520,遊戲返水,USDT,0.008,168.0024,168.0104,2069271093403942912,2026-06-23 00:07:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271347996901376,2065376588613611520,遊戲返水,USDT,0.008,168.0104,168.0184,2069271347666845696,2026-06-23 00:08:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271348204503040,2065376588613611520,遊戲返水,USDT,0.016,168.0184,168.0344,2069271347905921024,2026-06-23 00:08:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271348315668480,2065376588613611520,遊戲返水,USDT,0.008,168.0344,168.0424,2069271348073693184,2026-06-23 00:08:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271348468744192,2065376588613611520,遊戲返水,USDT,0.008,168.0424,168.0504,2069271348237271040,2026-06-23 00:08:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271348655407104,2065376588613611520,遊戲返水,USDT,0.008,168.0504,168.0584,2069271348409237504,2026-06-23 00:08:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271348823179264,2065376588613611520,遊戲返水,USDT,0.008,168.0584,168.0664,2069271348572815360,2026-06-23 00:08:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271348963672064,2065376588613611520,遊戲返水,USDT,0.008,168.0664,168.0744,2069271348740587520,2026-06-23 00:08:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271349135638528,2065376588613611520,遊戲返水,USDT,0.008,168.0744,168.0824,2069271348904165376,2026-06-23 00:08:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271349299216384,2065376588613611520,遊戲返水,USDT,0.008,168.0824,168.0904,2069271349067743232,2026-06-23 00:08:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271349477490688,2065376588613611520,遊戲返水,USDT,0.008,168.0904,168.0984,2069271349231321088,2026-06-23 00:08:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271595433558016,2065376588613611520,遊戲返水,USDT,0.008,168.0984,168.1064,2069271595130781696,2026-06-23 00:09:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271595720884224,2065376588613611520,遊戲返水,USDT,0.008,168.1064,168.1144,2069271595374051328,2026-06-23 00:09:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271595792187392,2065376588613611520,遊戲返水,USDT,0.008,168.1144,168.1224,2069271595541823488,2026-06-23 00:09:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271595941068800,2065376588613611520,遊戲返水,USDT,0.008,168.1224,168.1304,2069271595709595648,2026-06-23 00:09:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271596113035264,2065376588613611520,遊戲返水,USDT,0.008,168.1304,168.1384,2069271595877367808,2026-06-23 00:09:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271596264030208,2065376588613611520,遊戲返水,USDT,0.016,168.1384,168.1544,2069271596040945664,2026-06-23 00:09:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271596431802368,2065376588613611520,遊戲返水,USDT,0.008,168.1544,168.1624,2069271596200329216,2026-06-23 00:09:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271596591185920,2065376588613611520,遊戲返水,USDT,0.016,168.1624,168.1784,2069271596359712768,2026-06-23 00:09:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271596758958080,2065376588613611520,遊戲返水,USDT,0.008,168.1784,168.1864,2069271596523290624,2026-06-23 00:09:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271596937232384,2065376588613611520,遊戲返水,USDT,0.008,168.1864,168.1944,2069271596691062784,2026-06-23 00:09:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271851235770368,2065376588613611520,遊戲返水,USDT,0.008,168.1944,168.2024,2069271850932994048,2026-06-23 00:10:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271851424514048,2065376588613611520,遊戲返水,USDT,0.016,168.2024,168.2184,2069271851176263680,2026-06-23 00:10:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271851695063040,2065376588613611520,遊戲返水,USDT,0.008,168.2184,168.2264,2069271851352424448,2026-06-23 00:10:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271851766366208,2065376588613611520,遊戲返水,USDT,0.008,168.2264,168.2344,2069271851516002304,2026-06-23 00:10:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271851925749760,2065376588613611520,遊戲返水,USDT,0.008,168.2344,168.2424,2069271851679580160,2026-06-23 00:10:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271852093521920,2065376588613611520,遊戲返水,USDT,0.008,168.2424,168.2504,2069271851843158016,2026-06-23 00:10:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271852257099776,2065376588613611520,遊戲返水,USDT,0.008,168.2504,168.2584,2069271852006735872,2026-06-23 00:10:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271852405981184,2065376588613611520,遊戲返水,USDT,0.008,168.2584,168.2664,2069271852174508032,2026-06-23 00:10:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271852565364736,2065376588613611520,遊戲返水,USDT,0.008,168.2664,168.2744,2069271852333891584,2026-06-23 00:10:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069271852747833344,2065376588613611520,遊戲返水,USDT,0.008,168.2744,168.2824,2069271852493275136,2026-06-23 00:10:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272098754232320,2065376588613611520,遊戲返水,USDT,0.008,168.2824,168.2904,2069272098447261696,2026-06-23 00:11:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272098934587392,2065376588613611520,遊戲返水,USDT,0.008,168.2904,168.2984,2069272098690531328,2026-06-23 00:11:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272099098165248,2065376588613611520,遊戲返水,USDT,0.016,168.2984,168.3144,2069272098862497792,2026-06-23 00:11:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272099253354496,2065376588613611520,遊戲返水,USDT,0.008,168.3144,168.3224,2069272099026075648,2026-06-23 00:11:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272099421126656,2065376588613611520,遊戲返水,USDT,0.008,168.3224,168.3304,2069272099189653504,2026-06-23 00:11:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272099593093120,2065376588613611520,遊戲返水,USDT,0.008,168.3304,168.3384,2069272099357425664,2026-06-23 00:11:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272099748282368,2065376588613611520,遊戲返水,USDT,0.008,168.3384,168.3464,2069272099521003520,2026-06-23 00:11:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272099911860224,2065376588613611520,遊戲返水,USDT,0.008,168.3464,168.3544,2069272099684581376,2026-06-23 00:11:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272100075438080,2065376588613611520,遊戲返水,USDT,0.008,168.3544,168.3624,2069272099848159232,2026-06-23 00:11:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272100239015936,2065376588613611520,遊戲返水,USDT,0.008,168.3624,168.3704,2069272100011737088,2026-06-23 00:11:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272354629861376,2065376588613611520,遊戲返水,USDT,0.008,168.3704,168.3784,2069272354257862656,2026-06-23 00:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272354751496192,2065376588613611520,遊戲返水,USDT,0.016,168.3784,168.3944,2069272354496937984,2026-06-23 00:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272354963292160,2065376588613611520,遊戲返水,USDT,0.008,168.3944,168.4024,2069272354668904448,2026-06-23 00:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272355074457600,2065376588613611520,遊戲返水,USDT,0.016,168.4024,168.4184,2069272354832482304,2026-06-23 00:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272355227533312,2065376588613611520,遊戲返水,USDT,0.008,168.4184,168.4264,2069272355000254464,2026-06-23 00:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272355395305472,2065376588613611520,遊戲返水,USDT,0.008,168.4264,168.4344,2069272355168026624,2026-06-23 00:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272355567271936,2065376588613611520,遊戲返水,USDT,0.008,168.4344,168.4424,2069272355335798784,2026-06-23 00:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272355739238400,2065376588613611520,遊戲返水,USDT,0.008,168.4424,168.4504,2069272355503570944,2026-06-23 00:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272355925901312,2065376588613611520,遊戲返水,USDT,0.008,168.4504,168.4584,2069272355675537408,2026-06-23 00:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272356078977024,2065376588613611520,遊戲返水,USDT,0.008,168.4584,168.4664,2069272355847503872,2026-06-23 00:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272602118963200,2065376588613611520,遊戲返水,USDT,0.008,168.4664,168.4744,2069272601772130304,2026-06-23 00:13:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272602309787648,2065376588613611520,遊戲返水,USDT,0.016,168.4744,168.4904,2069272602007011328,2026-06-23 00:13:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272602410450944,2065376588613611520,遊戲返水,USDT,0.008,168.4904,168.4984,2069272602178977792,2026-06-23 00:13:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272602601308160,2065376588613611520,遊戲返水,USDT,0.008,168.4984,168.5064,2069272602346749952,2026-06-23 00:13:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272602764886016,2065376588613611520,遊戲返水,USDT,0.008,168.5064,168.5144,2069272602518716416,2026-06-23 00:13:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272602932658176,2065376588613611520,遊戲返水,USDT,0.008,168.5144,168.5224,2069272602686488576,2026-06-23 00:13:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272603100430336,2065376588613611520,遊戲返水,USDT,0.008,168.5224,168.5304,2069272602854260736,2026-06-23 00:13:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272603249311744,2065376588613611520,遊戲返水,USDT,0.008,168.5304,168.5384,2069272603022032896,2026-06-23 00:13:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272603423391744,2065376588613611520,遊戲返水,USDT,0.008,168.5384,168.5464,2069272603185610752,2026-06-23 00:13:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272603576467456,2065376588613611520,遊戲返水,USDT,0.008,168.5464,168.5544,2069272603349188608,2026-06-23 00:13:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272857914867712,2065376588613611520,遊戲返水,USDT,0.008,168.5544,168.5624,2069272857603702784,2026-06-23 00:14:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272858099417088,2065376588613611520,遊戲返水,USDT,0.024,168.5624,168.5864,2069272857851166720,2026-06-23 00:14:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272858348994560,2065376588613611520,遊戲返水,USDT,0.008,168.5864,168.5944,2069272858023133184,2026-06-23 00:14:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272858422378496,2065376588613611520,遊戲返水,USDT,0.008,168.5944,168.6024,2069272858190905344,2026-06-23 00:14:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272858600652800,2065376588613611520,遊戲返水,USDT,0.008,168.6024,168.6104,2069272858354483200,2026-06-23 00:14:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272858741145600,2065376588613611520,遊戲返水,USDT,0.008,168.6104,168.6184,2069272858518061056,2026-06-23 00:14:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2069272858927808512,2065376588613611520,遊戲返水,USDT,0.008,168.6184,168.6264,2069272858677444608,2026-06-23 00:14:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
