流水号,会员ID,帐变类型,帐变币种,帐变金额,帐变前余额,帐变后余额,关联单号,帐变时间,操作人员,备注
2065021553542230016,2064375069823860736,投注-扣款,USDT,-1,415.396,414.396,b9acafe3-1cf1-4977-bc93-51b24d6fec3f,2026-06-11 06:41:19,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021557283549184,2064375069823860736,投注-扣款,USDT,-1,414.396,413.396,8f6571b2-1323-4d4b-8894-f7931f158ea8,2026-06-11 06:41:20,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021560496386048,2064375069823860736,投注-扣款,USDT,-1,413.396,412.396,c19fc0c1-84e2-457c-a9c4-5ff1406d817f,2026-06-11 06:41:20,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021564434837504,2064375069823860736,投注-扣款,USDT,-1,412.396,411.396,8f71ba4e-b5a8-4fea-a2dd-665268a03772,2026-06-11 06:41:21,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021567752531968,2064375069823860736,投注-扣款,USDT,-1,411.396,410.396,31c93062-6e1e-4469-87e2-cd3ca61c987c,2026-06-11 06:41:22,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021567769309184,2064375069823860736,投注-贏,USDT,3,410.396,413.396,31c93062-6e1e-4469-87e2-cd3ca61c987c,2026-06-11 06:41:22,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021569782575104,2064375069823860736,遊戲返水,USDT,0.008,413.396,413.404,2065021569525362688,2026-06-11 06:41:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021569853878272,2064375069823860736,遊戲返水,USDT,0.008,413.404,413.412,2065021569688940544,2026-06-11 06:41:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021570030039040,2064375069823860736,遊戲返水,USDT,0.008,413.412,413.42,2065021569856712704,2026-06-11 06:41:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021570122313728,2064375069823860736,遊戲返水,USDT,0.008,413.42,413.428,2065021569953181696,2026-06-11 06:41:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021570210394112,2064375069823860736,遊戲返水,USDT,0.008,413.428,413.436,2065021570045456384,2026-06-11 06:41:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021570306863104,2064375069823860736,遊戲返水,USDT,0.008,413.436,413.444,2065021570133536768,2026-06-11 06:41:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021570466246656,2064375069823860736,遊戲返水,USDT,0.008,413.444,413.452,2065021570225811456,2026-06-11 06:41:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021575516188672,2064375069823860736,投注-扣款,USDT,-1,413.452,412.452,ee78dca3-1680-489d-a30d-642e09f82a04,2026-06-11 06:41:24,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021579026821120,2064375069823860736,投注-扣款,USDT,-1,412.452,411.452,df1a2055-e570-49f5-ab48-003eab0757cd,2026-06-11 06:41:25,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021579043598336,2064375069823860736,投注-贏,USDT,0.6,411.452,412.052,df1a2055-e570-49f5-ab48-003eab0757cd,2026-06-11 06:41:25,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021584227758080,2064375069823860736,投注-扣款,USDT,-1,412.052,411.052,9d27b1f6-6b8c-42bf-ae49-38abf687bda4,2026-06-11 06:41:26,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021587654504448,2064375069823860736,投注-扣款,USDT,-1,411.052,410.052,37a4cab3-9641-4601-8f1f-6986dd7ed541,2026-06-11 06:41:27,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021591269994496,2064375069823860736,投注-扣款,USDT,-1,410.052,409.052,ab4b476a-6e61-46d8-9e21-56556108f82a,2026-06-11 06:41:28,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021591458738176,2064375069823860736,遊戲返水,USDT,0.008,409.052,409.06,2065021570318086144,2026-06-11 06:41:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021594633826304,2064375069823860736,投注-扣款,USDT,-1,409.06,408.06,5626fe8e-78a6-41e1-b7c1-874325419180,2026-06-11 06:41:29,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021597758582784,2064375069823860736,投注-扣款,USDT,-1,408.06,407.06,661bf4e4-528a-49c0-9eba-77bcf35d3686,2026-06-11 06:41:29,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021601042722816,2064375069823860736,投注-扣款,USDT,-1,407.06,406.06,1524ab92-26f2-4c73-8c54-9fa43835a0cd,2026-06-11 06:41:30,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021604343640064,2064375069823860736,投注-扣款,USDT,-1,406.06,405.06,abc9423e-4813-4496-bb26-cae954c0aaa4,2026-06-11 06:41:31,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021608231759872,2064375069823860736,投注-扣款,USDT,-1,405.06,404.06,03b6f2bc-436b-4e9c-8139-01171234d0c3,2026-06-11 06:41:32,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021611578814464,2064375069823860736,投注-扣款,USDT,-1,404.06,403.06,d62efc0d-45ab-4b55-95b4-c7dd93d09985,2026-06-11 06:41:33,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021614938451968,2064375069823860736,投注-扣款,USDT,-1,403.06,402.06,fc6cbedb-2059-4a3c-b5cc-d6e32712c37f,2026-06-11 06:41:33,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021618197426176,2064375069823860736,投注-扣款,USDT,-1,402.06,401.06,74346592-dcd8-4746-ac46-721b65acd68c,2026-06-11 06:41:34,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021618218397696,2064375069823860736,投注-贏,USDT,3.2,401.06,404.26,74346592-dcd8-4746-ac46-721b65acd68c,2026-06-11 06:41:34,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021622865686528,2064375069823860736,投注-扣款,USDT,-1,404.26,403.26,6c2f4fbb-59a8-4b66-b175-a8e31d2810b2,2026-06-11 06:41:35,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021622886658048,2064375069823860736,投注-贏,USDT,0.8,403.26,404.06,6c2f4fbb-59a8-4b66-b175-a8e31d2810b2,2026-06-11 06:41:35,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021628075012096,2064375069823860736,投注-扣款,USDT,-1,404.06,403.06,e3f95dcc-2b46-403a-8d21-8b1b35a937fd,2026-06-11 06:41:37,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021631648559104,2064375069823860736,投注-扣款,USDT,-1,403.06,402.06,ac1d67a5-c07f-4a5e-aea4-9eec1b7e74d3,2026-06-11 06:41:37,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021635238883328,2064375069823860736,投注-扣款,USDT,-1,402.06,401.06,1a667b56-305a-46e8-be2c-8bc378375145,2026-06-11 06:41:38,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021638627880960,2064375069823860736,投注-扣款,USDT,-1,401.06,400.06,47033233-7e74-40f3-8208-1f1547b8ccb3,2026-06-11 06:41:39,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021638644658176,2064375069823860736,投注-贏,USDT,0.2,400.06,400.26,47033233-7e74-40f3-8208-1f1547b8ccb3,2026-06-11 06:41:39,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021644789313536,2064375069823860736,投注-扣款,USDT,-1,400.26,399.26,7ea15565-12eb-4824-8d2f-a7792a89e8f6,2026-06-11 06:41:41,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021648174116864,2064375069823860736,投注-扣款,USDT,-1,399.26,398.26,1c824130-6537-4ba3-998c-3a0a0ee2852b,2026-06-11 06:41:41,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021651684749312,2064375069823860736,投注-扣款,USDT,-1,398.26,397.26,726bcaab-ac59-4d71-b9dc-a334f864df27,2026-06-11 06:41:42,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021655132467200,2064375069823860736,投注-扣款,USDT,-1,397.26,396.26,eb1944cd-9f73-4437-b708-8887d99a6fa1,2026-06-11 06:41:43,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021655149244416,2064375069823860736,投注-贏,USDT,0.1,396.26,396.36,eb1944cd-9f73-4437-b708-8887d99a6fa1,2026-06-11 06:41:43,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021660060774400,2064375069823860736,投注-扣款,USDT,-1,396.36,395.36,8e230b99-3c56-42d7-ac84-a65e22000889,2026-06-11 06:41:44,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021663248445440,2064375069823860736,投注-扣款,USDT,-1,395.36,394.36,cb9b7d5d-7fa9-497d-8c2d-36502dfcf885,2026-06-11 06:41:45,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021666410950656,2064375069823860736,投注-扣款,USDT,-1,394.36,393.36,8c2d0f2c-78c9-4126-8d4e-98e370019a55,2026-06-11 06:41:46,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021669774782464,2064375069823860736,投注-扣款,USDT,-1,393.36,392.36,963166a1-bcf6-4c28-be61-eaf495391445,2026-06-11 06:41:46,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021672983425024,2064375069823860736,投注-扣款,USDT,-1,392.36,391.36,19df512d-71bb-4c02-a61f-ab257cbcd2b3,2026-06-11 06:41:47,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021676519223296,2064375069823860736,投注-扣款,USDT,-1,391.36,390.36,5554b0f0-3985-447b-bf45-9db459709765,2026-06-11 06:41:48,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021679966941184,2064375069823860736,投注-扣款,USDT,-1,390.36,389.36,49686331-ec52-48d9-8d1e-d3053e04a4dd,2026-06-11 06:41:49,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021683234304000,2064375069823860736,投注-扣款,USDT,-1,389.36,388.36,a7e9e913-fdc3-4696-bd51-fa14b85806f2,2026-06-11 06:41:50,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021687495716864,2064375069823860736,投注-扣款,USDT,-1,388.36,387.36,174ed2d2-b6e1-4726-9d72-08f76893be7b,2026-06-11 06:41:51,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021691174121472,2064375069823860736,投注-扣款,USDT,-1,387.36,386.36,3537fb0c-3293-44ac-a3c8-e8398a5a5190,2026-06-11 06:41:52,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021694252740608,2064375069823860736,投注-扣款,USDT,-1,386.36,385.36,c9d1b3c7-18b9-4a70-86f6-b81f82cc1523,2026-06-11 06:41:52,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021694269517824,2064375069823860736,投注-贏,USDT,0.4,385.36,385.76,c9d1b3c7-18b9-4a70-86f6-b81f82cc1523,2026-06-11 06:41:52,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021700636471296,2064375069823860736,投注-扣款,USDT,-1,385.76,384.76,bb3e86e9-faea-4ab3-9e78-fd4441d419f3,2026-06-11 06:41:54,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021700653248512,2064375069823860736,投注-贏,USDT,0.3,384.76,385.06,bb3e86e9-faea-4ab3-9e78-fd4441d419f3,2026-06-11 06:41:54,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021710627303424,2064375069823860736,投注-扣款,USDT,-1,385.06,384.06,b07c6370-eac1-4168-8dac-0dd8b2a9f378,2026-06-11 06:41:56,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021713919832064,2064375069823860736,投注-扣款,USDT,-1,384.06,383.06,84a0b417-cda8-430c-a465-3b6ba1b76e50,2026-06-11 06:41:57,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021717401104384,2064375069823860736,投注-扣款,USDT,-1,383.06,382.06,5f8a4ec2-65d8-41e4-acb0-0baadfbb86b8,2026-06-11 06:41:58,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021720588775424,2064375069823860736,投注-扣款,USDT,-1,382.06,381.06,4f1a5fab-5914-48e1-9570-f9e79b51e7cb,2026-06-11 06:41:59,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021723793223680,2064375069823860736,投注-扣款,USDT,-1,381.06,380.06,bb3ed9e2-6d3b-4096-acb4-86e0aa8dca4e,2026-06-11 06:41:59,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021727031226368,2064375069823860736,投注-扣款,USDT,-1,380.06,379.06,c9196117-ae87-4f02-bfcb-31ef73b87ac7,2026-06-11 06:42:00,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021727048003584,2064375069823860736,投注-贏,USDT,2.7,379.06,381.76,c9196117-ae87-4f02-bfcb-31ef73b87ac7,2026-06-11 06:42:00,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021733150715904,2064375069823860736,投注-扣款,USDT,-1,381.76,380.76,3c0e078e-05d1-44c2-98d9-b6650086b8f8,2026-06-11 06:42:02,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021736896229376,2064375069823860736,投注-扣款,USDT,-1,380.76,379.76,128e27a3-b825-477d-a6e4-6edaf5619d75,2026-06-11 06:42:02,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021736917200896,2064375069823860736,投注-贏,USDT,2.2,379.76,381.96,128e27a3-b825-477d-a6e4-6edaf5619d75,2026-06-11 06:42:02,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021742063611904,2064375069823860736,投注-扣款,USDT,-1,381.96,380.96,97890116-b268-4e37-b33c-c385a89d5b18,2026-06-11 06:42:04,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021745620381696,2064375069823860736,投注-扣款,USDT,-1,380.96,379.96,9c7ae301-e421-4112-a748-4638e0e488b3,2026-06-11 06:42:05,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021749168762880,2064375069823860736,投注-扣款,USDT,-1,379.96,378.96,6ad2f135-6f78-4f24-8914-e8c4b58abcd4,2026-06-11 06:42:05,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021752993968128,2064375069823860736,投注-扣款,USDT,-1,378.96,377.96,52c44353-6644-47e6-8571-e5570b562b34,2026-06-11 06:42:06,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021753010745344,2064375069823860736,投注-贏,USDT,1.2,377.96,379.16,52c44353-6644-47e6-8571-e5570b562b34,2026-06-11 06:42:06,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021758048104448,2064375069823860736,投注-扣款,USDT,-1,379.16,378.16,2af67927-faa1-4159-b519-70e6c07280a8,2026-06-11 06:42:08,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021761923641344,2064375069823860736,投注-扣款,USDT,-1,378.16,377.16,ab09510f-90a8-4e07-b90b-f4159e446837,2026-06-11 06:42:08,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021761940418560,2064375069823860736,投注-贏,USDT,0.6,377.16,377.76,ab09510f-90a8-4e07-b90b-f4159e446837,2026-06-11 06:42:08,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021767523037184,2064375069823860736,投注-扣款,USDT,-1,377.76,376.76,e3e73be7-c81f-4c44-ae6f-a8e4a166fb97,2026-06-11 06:42:10,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021771054641152,2064375069823860736,投注-扣款,USDT,-1,376.76,375.76,cc28f4a7-85d6-46d7-b47b-d9c64c2c0899,2026-06-11 06:42:11,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021771075612672,2064375069823860736,投注-贏,USDT,7,375.76,382.76,cc28f4a7-85d6-46d7-b47b-d9c64c2c0899,2026-06-11 06:42:11,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021782022746112,2064375069823860736,投注-扣款,USDT,-1,382.76,381.76,40f97f74-3ea9-45b4-88d4-650453c5324a,2026-06-11 06:42:13,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021785495629824,2064375069823860736,投注-扣款,USDT,-1,381.76,380.76,93544920-dcfa-4d0a-b47b-3321bdc8642d,2026-06-11 06:42:14,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021788666523648,2064375069823860736,投注-扣款,USDT,-1,380.76,379.76,7f357742-2f87-4d16-a5a6-23b39e3a7de8,2026-06-11 06:42:15,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021791980023808,2064375069823860736,投注-扣款,USDT,-1,379.76,378.76,a655184e-3d61-4977-a04d-86058feb40f0,2026-06-11 06:42:16,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021791996801024,2064375069823860736,投注-贏,USDT,0.2,378.76,378.96,a655184e-3d61-4977-a04d-86058feb40f0,2026-06-11 06:42:16,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021797139017728,2064375069823860736,投注-扣款,USDT,-1,378.96,377.96,acedbd43-5a5a-47fa-ac51-8512b1aea44f,2026-06-11 06:42:17,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021800574152704,2064375069823860736,投注-扣款,USDT,-1,377.96,376.96,64829c18-ceba-462e-a3d0-283ef979c8de,2026-06-11 06:42:18,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021803946373120,2064375069823860736,投注-扣款,USDT,-1,376.96,375.96,c0ee7665-873f-4500-bb8b-4ce71a3db2b1,2026-06-11 06:42:18,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021807540891648,2064375069823860736,投注-扣款,USDT,-1,375.96,374.96,bacdd563-e1e2-4eb3-8a4b-bfa7cec2cc85,2026-06-11 06:42:19,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021810938277888,2064375069823860736,投注-扣款,USDT,-1,374.96,373.96,5de5718d-946a-4489-83f7-d0103cf93a15,2026-06-11 06:42:20,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021814255972352,2064375069823860736,投注-扣款,USDT,-1,373.96,372.96,e130cf12-d030-41e7-84a0-fb83322ef0cd,2026-06-11 06:42:21,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021817644969984,2064375069823860736,投注-扣款,USDT,-1,372.96,371.96,2c50cc5c-6361-49b1-a95a-7d1a4def1e6b,2026-06-11 06:42:22,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021821134630912,2064375069823860736,遊戲返水,USDT,0.008,371.96,371.968,2065021820952915968,2026-06-11 06:42:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021821218516992,2064375069823860736,投注-扣款,USDT,-1,371.968,370.968,f6a906ae-db24-4bcb-8876-3e4bcc5ccb2a,2026-06-11 06:42:23,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2065021821235294208,2064375069823860736,投注-贏,USDT,0.1,370.968,371.068,f6a906ae-db24-4bcb-8876-3e4bcc5ccb2a,2026-06-11 06:42:23,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2065021821314985984,2064375069823860736,遊戲返水,USDT,0.008,371.068,371.076,2065021821057773568,2026-06-11 06:42:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021821407260672,2064375069823860736,遊戲返水,USDT,0.008,371.076,371.084,2065021821242322944,2026-06-11 06:42:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021821495341056,2064375069823860736,遊戲返水,USDT,0.008,371.084,371.092,2065021821334597632,2026-06-11 06:42:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2065021821587615744,2064375069823860736,遊戲返水,USDT,0.008,371.092,371.1,2065021821426872320,2026-06-11 06:42:23,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
