累计代理总数,当日新增代理数,当日活跃代理数,代理佣金总额,代理贡献毛利占比,当日充值总额,当日充值笔数,当日充值人数,平均单笔充值额,当日提现总额,当日提现笔数,当日提现人数,充提差额（净流入）,充提比率,投注总额,有效打码总额,派彩总额,平台毛利润（GGR）,彩金总费用,返水总费用,平台净利润（NGR）,毛利率,净利率
19,0,5,-2183.977,100%,653,6,6,108.8333333333333333333333333,785,3,3,-132,0.8318471337579617834394904459,6401.7,5323.2,9412.81,-3011.11,6.5,142.55359,-976.18659,-47.04%,-15.25%
