流水号,会员ID,帐变类型,帐变币种,帐变金额,帐变前余额,帐变后余额,关联单号,帐变时间,操作人员,备注
2067099750204637184,2065062780082909184,投注-扣款,USDT,-0.3,6.65442,6.35442,2067099749667869696-2067099749667869696-106-0,2026-06-17 00:19:19,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099760400990208,2065062780082909184,投注-贏,USDT,4.32,6.35442,10.67442,2067099759621011457-2067099749667869696-106-0,2026-06-17 00:19:22,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067099795310182400,2065062780082909184,投注-扣款,USDT,-0.6,10.67442,10.07442,2067099794626634240-2067099794626634240-106-0,2026-06-17 00:19:30,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099808690012160,2065062780082909184,投注-扣款,USDT,-0.6,10.07442,9.47442,2067099808182687744-2067099808182687744-106-0,2026-06-17 00:19:33,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099816076181504,2065062780082909184,投注-扣款,USDT,-0.18,9.47442,9.29442,2067099815472351232-2067099815472351232-106-0,2026-06-17 00:19:35,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099828151582720,2065062780082909184,投注-贏,USDT,0.6,9.29442,9.89442,2067099827740643840-2067099815472351232-106-0,2026-06-17 00:19:38,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067099859487227904,2065062780082909184,投注-扣款,USDT,-0.6,9.89442,9.29442,2067099858828898816-2067099858828898816-106-0,2026-06-17 00:19:46,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099867246690304,2065062780082909184,投注-扣款,USDT,-0.6,9.29442,8.69442,2067099866747665408-2067099866747665408-106-0,2026-06-17 00:19:47,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099872770588672,2065062780082909184,投注-贏,USDT,0.12,8.69442,8.81442,2067099872221204993-2067099872221204993-106-0,2026-06-17 00:19:49,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067099896283856896,2065062780082909184,投注-扣款,USDT,-0.6,8.81442,8.21442,2067099895700994048-2067099895700994048-106-0,2026-06-17 00:19:54,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099902566924288,2065062780082909184,投注-扣款,USDT,-0.54,8.21442,7.67442,2067099902038525953-2067099902038525953-106-0,2026-06-17 00:19:56,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099925086142464,2065062780082909184,投注-扣款,USDT,-0.6,7.67442,7.07442,2067099924431965184-2067099924431965184-106-0,2026-06-17 00:20:01,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099930937196544,2065062780082909184,投注-扣款,USDT,-0.3,7.07442,6.77442,2067099930450787328-2067099930450787328-106-0,2026-06-17 00:20:03,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099942068879360,2065062780082909184,投注-贏,USDT,1.38,6.77442,8.15442,2067099941590850560-2067099930450787328-106-0,2026-06-17 00:20:05,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067099973303861248,2065062780082909184,投注-扣款,USDT,-0.6,8.15442,7.55442,2067099972750351360-2067099972750351360-106-0,2026-06-17 00:20:13,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099980841025536,2065062780082909184,投注-扣款,USDT,-0.6,7.55442,6.95442,2067099980312716800-2067099980312716800-106-0,2026-06-17 00:20:14,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067099987753238528,2065062780082909184,投注-扣款,USDT,-0.6,6.95442,6.35442,2067099987141029888-2067099987141029888-106-0,2026-06-17 00:20:16,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100001367949312,2065062780082909184,投注-扣款,USDT,-0.6,6.35442,5.75442,2067100000810182656-2067100000810182656-106-0,2026-06-17 00:20:19,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100008296939520,2065062780082909184,投注-扣款,USDT,-0.6,5.75442,5.15442,2067100007776993792-2067100007776993792-106-0,2026-06-17 00:20:21,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100022863757312,2065062780082909184,投注-扣款,USDT,-0.6,5.15442,4.55442,2067100022381477888-2067100022381477888-106-0,2026-06-17 00:20:24,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100028916137984,2065062780082909184,投注-扣款,USDT,-0.6,4.55442,3.95442,2067100028408767488-2067100028408767488-106-0,2026-06-17 00:20:26,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100041704570880,2065062780082909184,投注-扣款,USDT,-0.12,3.95442,3.83442,2067100041088199168-2067100041088199168-106-0,2026-06-17 00:20:29,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100071672872960,2065062780082909184,投注-扣款,USDT,-0.6,3.83442,3.23442,2067100070985089024-2067100070985089024-106-0,2026-06-17 00:20:36,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100135464042496,2065062780082909184,投注-扣款,USDT,-0.6,3.23442,2.63442,2067100134847568384-2067100134847568384-106-0,2026-06-17 00:20:51,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100147929513984,2065062780082909184,投注-扣款,USDT,-0.6,2.63442,2.03442,2067100147413758976-2067100147413758976-106-0,2026-06-17 00:20:54,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100160348848128,2065062780082909184,投注-扣款,USDT,-0.6,2.03442,1.43442,2067100159740865025-2067100159740865025-106-0,2026-06-17 00:20:57,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100172285837312,2065062780082909184,投注-扣款,USDT,-0.6,1.43442,0.83442,2067100171774308864-2067100171774308864-106-0,2026-06-17 00:21:00,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100209413816320,2065062780082909184,投注-扣款,USDT,-0.2,0.83442,0.63442,2067100208809922048-2067100208809922048-106-0,2026-06-17 00:21:09,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100222386798592,2065062780082909184,投注-扣款,USDT,-0.2,0.63442,0.43442,2067100221879368192-2067100221879368192-106-0,2026-06-17 00:21:12,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100234256678912,2065062780082909184,投注-扣款,USDT,-0.2,0.43442,0.23442,2067100233820557312-2067100233820557312-106-0,2026-06-17 00:21:15,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100248190156800,2065062780082909184,投注-扣款,USDT,-0.1,0.23442,0.13442,2067100247607292928-2067100247607292928-106-0,2026-06-17 00:21:18,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100462569422848,2065062780082909184,投注-扣款,USDT,-0.01,0.13442,0.12442,8e2a6c39-6829-4330-b219-a6ac727304fc,2026-06-17 00:22:09,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100462590394368,2065062780082909184,投注-贏,USDT,0.03,0.12442,0.15442,8e2a6c39-6829-4330-b219-a6ac727304fc,2026-06-17 00:22:09,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067100471331323904,2065062780082909184,投注-扣款,USDT,-0.01,0.15442,0.14442,6111d59f-265d-494f-be04-242d1120c31d,2026-06-17 00:22:11,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100477241098240,2065062780082909184,投注-扣款,USDT,-0.02,0.14442,0.12442,190f4abd-9646-490f-9038-ee215bed94e9,2026-06-17 00:22:13,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100483658383360,2065062780082909184,投注-扣款,USDT,-0.02,0.12442,0.10442,f0c7b4b3-fc4e-4427-b0ce-d04e4e6c20f6,2026-06-17 00:22:14,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100489446522880,2065062780082909184,投注-扣款,USDT,-0.03,0.10442,0.07442,3c688395-3f87-4ebc-a3e4-1affbcd402c9,2026-06-17 00:22:16,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100489459105792,2065062780082909184,投注-贏,USDT,0.11,0.07442,0.18442,3c688395-3f87-4ebc-a3e4-1affbcd402c9,2026-06-17 00:22:16,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067100499265388544,2065062780082909184,投注-扣款,USDT,-0.06,0.18442,0.12442,69ddf190-9a93-48c6-a751-4b766d93d80e,2026-06-17 00:22:18,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100510304796672,2065062780082909184,投注-扣款,USDT,-0.06,0.12442,0.06442,3b054e9c-c37a-40f9-8e46-4650478c28b7,2026-06-17 00:22:21,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100510321573888,2065062780082909184,投注-贏,USDT,0.03,0.06442,0.09442,3b054e9c-c37a-40f9-8e46-4650478c28b7,2026-06-17 00:22:21,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067100520345960448,2065062780082909184,投注-扣款,USDT,-0.07,0.09442,0.02442,34e97fa3-8a61-4dcf-88c8-12216426a8ab,2026-06-17 00:22:23,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100520362737664,2065062780082909184,投注-贏,USDT,0.06,0.02442,0.08442,34e97fa3-8a61-4dcf-88c8-12216426a8ab,2026-06-17 00:22:23,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067100527614689280,2065062780082909184,投注-扣款,USDT,-0.05,0.08442,0.03442,80064baa-b6c5-4b8b-80ac-fea7bf4a4338,2026-06-17 00:22:25,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100527631466496,2065062780082909184,投注-贏,USDT,0.03,0.03442,0.06442,80064baa-b6c5-4b8b-80ac-fea7bf4a4338,2026-06-17 00:22:25,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067100535957159936,2065062780082909184,投注-扣款,USDT,-0.06,0.06442,0.00442,009553d4-d613-4f0d-afb9-07f0041b435d,2026-06-17 00:22:27,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067100791558045696,2065062780082909184,遊戲返水,USDT,0.00024,0.00442,0.00466,2067100791151599616,2026-06-17 00:23:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067100791701471232,2065062780082909184,遊戲返水,USDT,0.00008,0.00466,0.00474,2067100791306788864,2026-06-17 00:23:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067100791776968704,2065062780082909184,遊戲返水,USDT,0.00016,0.00474,0.0049,2067100791537475584,2026-06-17 00:23:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067100791919575040,2065062780082909184,遊戲返水,USDT,0.00048,0.0049,0.00538,2067100791684276224,2026-06-17 00:23:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067100792066375680,2065062780082909184,遊戲返水,USDT,0.0004,0.00538,0.00578,2067100791831076864,2026-06-17 00:23:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067100792213176320,2065062780082909184,遊戲返水,USDT,0.00048,0.00578,0.00626,2067100791982071808,2026-06-17 00:23:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067100792359157760,2065062780082909184,遊戲返水,USDT,0.00056,0.00626,0.00682,2067100792124678144,2026-06-17 00:23:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067100792497569792,2065062780082909184,遊戲返水,USDT,0.00008,0.00682,0.0069,2067100792271478784,2026-06-17 00:23:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067100792635981824,2065062780082909184,遊戲返水,USDT,0.00016,0.0069,0.00706,2067100792414085120,2026-06-17 00:23:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067100792778588160,2065062780082909184,遊戲返水,USDT,0.00048,0.00706,0.00754,2067100792560885760,2026-06-17 00:23:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101294786445312,2065062780082909184,遊戲返水,USDT,0.0048,0.00754,0.01234,2067101294451302400,2026-06-17 00:25:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101294903885824,2065062780082909184,遊戲返水,USDT,0.0048,0.01234,0.01714,2067101294602297344,2026-06-17 00:25:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101294988591104,2065062780082909184,遊戲返水,USDT,0.0048,0.01714,0.02194,2067101294749097984,2026-06-17 00:25:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101295113601024,2065062780082909184,遊戲返水,USDT,0.0048,0.02194,0.02674,2067101294887510016,2026-06-17 00:25:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101295369453568,2065062780082909184,遊戲返水,USDT,0.0048,0.02674,0.03154,2067101295030116352,2026-06-17 00:25:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101295395438592,2065062780082909184,遊戲返水,USDT,0.0048,0.03154,0.03634,2067101295168528384,2026-06-17 00:25:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101295528837120,2065062780082909184,遊戲返水,USDT,0.0048,0.03634,0.04114,2067101295311134720,2026-06-17 00:25:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101295763718144,2065062780082909184,遊戲返水,USDT,0.0048,0.04114,0.04594,2067101295537627136,2026-06-17 00:25:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101295911337984,2065062780082909184,遊戲返水,USDT,0.0048,0.04594,0.05074,2067101295684427776,2026-06-17 00:25:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101296044736512,2065062780082909184,遊戲返水,USDT,0.0048,0.05074,0.05554,2067101295822839808,2026-06-17 00:25:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101550525743104,2065062780082909184,遊戲返水,USDT,0.0048,0.05554,0.06034,2067101550110908416,2026-06-17 00:26:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101550744666112,2065062780082909184,遊戲返水,USDT,0.0048,0.06034,0.06514,2067101550421286912,2026-06-17 00:26:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101550798372864,2065062780082909184,遊戲返水,USDT,0.0048,0.06514,0.06994,2067101550576476160,2026-06-17 00:26:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101550962769920,2065062780082909184,遊戲返水,USDT,0.0048,0.06994,0.07474,2067101550723276800,2026-06-17 00:26:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101551101181952,2065062780082909184,遊戲返水,USDT,0.0048,0.07474,0.07954,2067101550870077440,2026-06-17 00:26:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101551242969088,2065062780082909184,遊戲返水,USDT,0.0048,0.07954,0.08434,2067101551021072384,2026-06-17 00:26:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101551402352640,2065062780082909184,遊戲返水,USDT,0.0048,0.08434,0.08914,2067101551172067328,2026-06-17 00:26:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101551541583872,2065062780082909184,遊戲返水,USDT,0.0048,0.08914,0.09394,2067101551314673664,2026-06-17 00:26:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101551679176704,2065062780082909184,遊戲返水,USDT,0.0048,0.09394,0.09874,2067101551461474304,2026-06-17 00:26:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101571489693696,2065062780082909184,遊戲返水,USDT,0.0048,0.09874,0.10354,2067101550266097664,2026-06-17 00:26:34,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101798103744512,2065062780082909184,遊戲返水,USDT,0.0048,0.10354,0.10834,2067101797776171008,2026-06-17 00:27:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101798338625536,2065062780082909184,遊戲返水,USDT,0.0048,0.10834,0.11314,2067101798011052032,2026-06-17 00:27:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101798480412672,2065062780082909184,遊戲返水,USDT,0.0048,0.11314,0.11794,2067101798166241280,2026-06-17 00:27:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101798544146432,2065062780082909184,遊戲返水,USDT,0.0048,0.11794,0.12274,2067101798313041920,2026-06-17 00:27:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101798690947072,2065062780082909184,遊戲返水,USDT,0.0048,0.12274,0.12754,2067101798459842560,2026-06-17 00:27:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101798824345600,2065062780082909184,遊戲返水,USDT,0.0048,0.12754,0.13234,2067101798602448896,2026-06-17 00:27:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101798967771136,2065062780082909184,遊戲返水,USDT,0.0048,0.13234,0.13714,2067101798749249536,2026-06-17 00:27:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101799109558272,2065062780082909184,遊戲返水,USDT,0.0048,0.13714,0.14194,2067101798887661568,2026-06-17 00:27:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101799269761024,2065062780082909184,遊戲返水,USDT,0.0048,0.14194,0.14674,2067101799034462208,2026-06-17 00:27:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067101799483670528,2065062780082909184,遊戲返水,USDT,0.0048,0.14674,0.15154,2067101799177068544,2026-06-17 00:27:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102053930303488,2065062780082909184,遊戲返水,USDT,0.0048,0.15154,0.15634,2067102053528051712,2026-06-17 00:28:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102054145032192,2065062780082909184,遊戲返水,USDT,0.0048,0.15634,0.16114,2067102053830041600,2026-06-17 00:28:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102054202933248,2065062780082909184,遊戲返水,USDT,0.0048,0.16114,0.16594,2067102053981036544,2026-06-17 00:28:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102054350553088,2065062780082909184,遊戲返水,USDT,0.0048,0.16594,0.17074,2067102054123642880,2026-06-17 00:28:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102054483951616,2065062780082909184,遊戲返水,USDT,0.0048,0.17074,0.17554,2067102054266249216,2026-06-17 00:28:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102054630752256,2065062780082909184,遊戲返水,USDT,0.0048,0.17554,0.18034,2067102054408855552,2026-06-17 00:28:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102054769164288,2065062780082909184,遊戲返水,USDT,0.0016,0.18034,0.18194,2067102054555656192,2026-06-17 00:28:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102054920978432,2065062780082909184,遊戲返水,USDT,0.0016,0.18194,0.18354,2067102054694068224,2026-06-17 00:28:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102055054376960,2065062780082909184,遊戲返水,USDT,0.0016,0.18354,0.18514,2067102054836674560,2026-06-17 00:28:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102074898448384,2065062780082909184,遊戲返水,USDT,0.0048,0.18514,0.18994,2067102053679046656,2026-06-17 00:28:34,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067102301360685056,2065062780082909184,遊戲返水,USDT,0.0016,0.18994,0.19154,2067102300987793408,2026-06-17 00:29:28,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067128105004924928,2065183159992512512,投注-贏,USDT,137.3,1169.14375,1306.44375,2066902736747274240,2026-06-17 02:12:00,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067128226651504640,2065183159992512512,遊戲返水,USDT,0.27975,1306.44375,1306.7235,2067128225989206016,2026-06-17 02:12:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067138577296195584,2065062780082909184,投注-扣款,USDT,-0.02,0.19154,0.17154,3cee52ed-d85c-4b83-a609-ba5c86345485,2026-06-17 02:53:37,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067138589883301888,2065062780082909184,投注-扣款,USDT,-0.16,0.17154,0.01154,10e95818-54a3-491e-9f3a-c5769e8d13e0,2026-06-17 02:53:40,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067138589900079104,2065062780082909184,投注-贏,USDT,0.18,0.01154,0.19154,10e95818-54a3-491e-9f3a-c5769e8d13e0,2026-06-17 02:53:40,,change_type=會員遊戲；biz_type=0302；方向=收入；狀態=入賬成功
2067138596506107904,2065062780082909184,投注-扣款,USDT,-0.1,0.19154,0.09154,41c3895d-7191-42b9-9e15-37d2becf9682,2026-06-17 02:53:41,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067138608149495808,2065062780082909184,投注-扣款,USDT,-0.08,0.09154,0.01154,d15c8a6d-11d4-44de-9d05-0e2a8da4d580,2026-06-17 02:53:44,,change_type=會員遊戲；biz_type=0301；方向=支出；狀態=入賬成功
2067138796314361856,2065062780082909184,遊戲返水,USDT,0.00128,0.01154,0.01282,2067138795782086656,2026-06-17 02:54:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067138796456968192,2065062780082909184,遊戲返水,USDT,0.00064,0.01282,0.01346,2067138796172156928,2026-06-17 02:54:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067138796561825792,2065062780082909184,遊戲返水,USDT,0.0008,0.01346,0.01426,2067138796331540480,2026-06-17 02:54:29,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067138817243938816,2065062780082909184,遊戲返水,USDT,0.00016,0.01426,0.01442,2067138795937275904,2026-06-17 02:54:34,,change_type=返水；biz_type=0500；方向=收入；狀態=入賬成功
2067164841705701376,2064999947139870720,資金修正-充值補發,USDT,2000,0,2000,2026061708272764882,2026-06-17 04:37:58,,change_type=系統調整；biz_type=1002；方向=收入；狀態=入賬成功
2067164849611964416,2065000455472738304,資金修正-充值補發,USDT,2000,0,2000,2026061708272762004,2026-06-17 04:38:00,,change_type=系統調整；biz_type=1002；方向=收入；狀態=入賬成功
2067164856339628032,2065000686767632384,資金修正-充值補發,USDT,2000,0,2000,2026061708272794088,2026-06-17 04:38:02,,change_type=系統調整；biz_type=1002；方向=收入；狀態=入賬成功
2067164863947276288,2065000874223661056,資金修正-充值補發,USDT,2000,0,2000,2026061708272754542,2026-06-17 04:38:04,,change_type=系統調整；biz_type=1002；方向=收入；狀態=入賬成功
2067164870326812672,2065001057980313600,資金修正-充值補發,USDT,2000,0,2000,2026061708272760294,2026-06-17 04:38:05,,change_type=系統調整；biz_type=1002；方向=收入；狀態=入賬成功
2067164876756680704,2065001283466096640,資金修正-充值補發,USDT,2000,0,2000,2026061708272724690,2026-06-17 04:38:07,,change_type=系統調整；biz_type=1002；方向=收入；狀態=入賬成功
2067164884021215232,2065001469261180928,資金修正-充值補發,USDT,2000,0,2000,2026061708272792931,2026-06-17 04:38:09,,change_type=系統調整；biz_type=1002；方向=收入；狀態=入賬成功
2067164892909764608,2065001653848305664,資金修正-充值補發,USDT,2000,0,2000,2026061708272725607,2026-06-17 04:38:11,,change_type=系統調整；biz_type=1002；方向=收入；狀態=入賬成功
2067164900660838400,2065001864284925952,資金修正-充值補發,USDT,2000,0,2000,2026061708272796356,2026-06-17 04:38:13,,change_type=系統調整；biz_type=1002；方向=收入；狀態=入賬成功
2067164907027791872,2065002107026075648,資金修正-充值補發,USDT,2000,0,2000,2026061708272776376,2026-06-17 04:38:14,,change_type=系統調整；biz_type=1002；方向=收入；狀態=入賬成功
2067165215954239488,2064999947139870720,活動獎勵,USDT,20,2000,2020,2067165215669428224,2026-06-17 04:39:28,,change_type=活動彩金；biz_type=0400；方向=收入；狀態=入賬成功
