订单号,会员ID,上层代理,类型,金额,币种,状态,支付方式,支付渠道商,申请时间,完成时间,审核人员,备注
OTX2070044225906262017,2065376588613611520,a1760356615,充值,100,USDT,已完成,bgw,bgw,2026-06-25 03:19:37,2026-06-25 03:20:15,,在線充值
OTX2070353892343660545,2064375069823860736,test01,充值,10,USDT,已完成,bgw,bgw,2026-06-25 23:50:07,2026-06-25 23:50:15,,在線充值
