本平台单号,三方单号,会员ID,上层代理,投注日期时间,投注金额,投注币种,派彩金额,派彩日期时间,会员输赢金额,游戏名称,游戏场馆,有效打码
2068755360218198016,1276736947680566272,2066800060553256960,ty1114,2026-06-21 13:56:49,5,USDT,0,2026-06-21 13:57:05,-5,db_live,db_live,5
2068755712334213120,1276737372735127808,2066800060553256960,ty1114,2026-06-21 13:58:31,20,USDT,40,2026-06-21 13:58:46,20,db_live,db_live,20
2068756115050311680,1276737624358578304,2066800060553256960,ty1114,2026-06-21 13:59:31,20,USDT,0,2026-06-21 13:59:55,-20,db_live,db_live,20
2068756115146780672,1276737631159053696,2066800060553256960,ty1114,2026-06-21 13:59:32,5,USDT,0,2026-06-21 13:59:55,-5,db_live,db_live,5
2068756215650693120,1276737785643385088,2066800060553256960,ty1114,2026-06-21 14:00:09,20,USDT,20,2026-06-21 14:00:29,0,db_live,db_live,0
2068756215755550720,1276737868744937088,2066800060553256960,ty1114,2026-06-21 14:00:29,20,USDT,40,2026-06-21 14:00:44,20,db_live,db_live,20
2068756215860408320,1276737899321470464,2066800060553256960,ty1114,2026-06-21 14:00:36,5,USDT,10,2026-06-21 14:00:44,5,db_live,db_live,5
2068756366645637120,1276737947723469312,2066800060553256960,ty1114,2026-06-21 14:00:48,20,USDT,39,2026-06-21 14:01:02,19,db_live,db_live,19
2068713355261956096,178205467101735923260100788,2065183159992512512,a1760356615,2026-06-21 11:11:09,100,USDT,161.3,2026-06-21 14:05:00,61.3,足球,体育,61.3
2068694878383951872,178205026601735923260150690,2065183159992512512,a1760356615,2026-06-21 09:57:45,100,USDT,169.4,2026-06-21 14:07:00,69.4,足球,体育,69.4
2068733306429353984,609387300,2065416090673541120,test01,2026-06-21 12:29:39,50,USDT,0,2026-06-21 14:08:49,-50,皇冠体育,皇冠体育,50
2068733432321388544,609387957,2065416090673541120,test01,2026-06-21 12:30:00,50,USDT,0,2026-06-21 14:08:51,-50,皇冠体育,皇冠体育,50
2068759478877925376,609472192,2065416090673541120,test01,2026-06-21 14:13:49,50,USDT,0,2026-06-21 15:53:49,-50,皇冠体育,皇冠体育,50
2068721977262002176,178205672601735923260101180,2065001864284925952,test01,2026-06-21 11:45:28,100,USDT,0,2026-06-21 15:58:00,-100,足球,体育,100
2068758849740713984,609468444,2065416090673541120,test01,2026-06-21 14:11:07,150,USDT,705,2026-06-21 17:04:48,555,皇冠体育,皇冠体育,150
2068758975733411840,609469662,2065416090673541120,test01,2026-06-21 14:11:57,50,USDT,0,2026-06-21 17:04:51,-50,皇冠体育,皇冠体育,50
2068759101432508416,609470222,2065416090673541120,test01,2026-06-21 14:12:21,100,USDT,0,2026-06-21 17:04:52,-100,皇冠体育,皇冠体育,100
2068733643647275008,178205950801735923260131493,2065495859273060352,aq1122,2026-06-21 12:31:47,340,USDT,0,2026-06-21 17:08:00,-340,足球,体育,340
2068793452870348800,609550905,2065416090673541120,test01,2026-06-21 16:28:50,100,USDT,295,2026-06-21 17:08:06,195,皇冠体育,皇冠体育,100
2068793452933263360,609550953,2065416090673541120,test01,2026-06-21 16:28:58,100,USDT,0,2026-06-21 17:08:06,-100,皇冠体育,皇冠体育,100
2068694552742383616,178205018701735923260160597,2065183159992512512,a1760356615,2026-06-21 09:56:26,100,USDT,0,2026-06-21 17:10:00,-100,足球,体育,100
2068657610797535232,178204138001735923260100082,2065183159992512512,a1760356615,2026-06-21 07:29:39,100,USDT,0,2026-06-21 20:09:00,-100,足球,体育,100
