累计代理总数,当日新增代理数,当日活跃代理数,代理佣金总额,代理贡献毛利占比,当日充值总额,当日充值笔数,当日充值人数,平均单笔充值额,当日提现总额,当日提现笔数,当日提现人数,充提差额（净流入）,充提比率,投注总额,有效打码总额,派彩总额,平台毛利润（GGR）,彩金总费用,返水总费用,平台净利润（NGR）,毛利率,净利率
19,0,7,624.74325,100%,4699,8,7,587.375,2889,6,6,1810,1.62651436483212184146763586,46550.25,45960.7905,43164.1205,3386.1295,46.99,128.2858,2586.11045,7.27%,5.56%
