代理帐号,代理注册日期时间,上级代理,该代理使用的币种,数据统计日期,直属会员总数,活跃会员数,新增会员数,首充会员数,充值金额,充值笔数,提现金额,提现笔数,充提差额,投注笔数,投注金额,有效打码,派彩金额,会员输赢,平台输赢,彩金费用,返水费用,净输赢,真人有效打码,电子有效打码,棋牌有效打码,体育有效打码,彩票有效打码,U獨家有效打码
a1760356615,2025-10-13 07:56:55,,USDT,2026-06-10,52,3,45,3,560,4,10,1,550,668,3310,3310,2673.2,-636.8,636.8,5.5,5.256,626.044,30,3270,0,0,0,0
test01,2026-06-09 09:59:45,,USDT,2026-06-10,4,0,2,1,500,1,10,1,490,0,0,0,0,0,0,5,21.12,-26.12,0,0,0,0,0,0
