代理帐号,代理注册日期时间,上级代理,该代理使用的币种,数据统计日期,直属会员总数,活跃会员数,新增会员数,首充会员数,充值金额,充值笔数,提现金额,提现笔数,充提差额,投注笔数,投注金额,有效打码,派彩金额,会员输赢,平台输赢,彩金费用,返水费用,净输赢,真人有效打码,电子有效打码,棋牌有效打码,体育有效打码,彩票有效打码,U獨家有效打码
a1760356615,2025-10-13 07:56:55,,USDT,2026-06-18,174,3,5,1,300,3,234,2,66,16497,19988.55,19988.55,19390.29,-598.26,598.26,3,113.448,481.812,0,18099.55,0,1889,0,0
aq1122,2026-06-11 06:58:16,,USDT,2026-06-18,66,1,0,0,500,1,990,1,-490,4,600,360,460,-140,140,5,0.69,102.31,0,0,0,360,0,0
dl111111,2026-06-11 08:50:30,hj1111,USDT,2026-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hj1111,2026-06-11 06:33:34,,USDT,2026-06-18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd1122,2026-06-11 07:01:51,,USDT,2026-06-18,16,1,0,0,0,0,0,0,0,1,15,15,0,-15,15,0,0,2.25,0,0,0,15,0,0
pd1133,2026-06-12 13:21:51,,USDT,2026-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd1144,2026-06-12 13:26:21,,USDT,2026-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd1155,2026-06-12 13:27:25,,USDT,2026-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd1166,2026-06-12 13:29:36,,USDT,2026-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd1177,2026-06-12 13:32:27,,USDT,2026-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qx1122,2026-06-11 11:48:04,,USDT,2026-06-18,5,1,0,0,3000,1,0,0,3000,1063,21960.5,21960.5,18778.1,-3182.4,3182.4,30,2.192,1877.248,0,21960.5,0,0,0,0
test002,2026-06-11 09:13:00,,USDT,2026-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test01,2026-06-09 09:59:45,,USDT,2026-06-18,43,6,0,0,0,0,0,0,0,27,2153.2,1803.7405,1936.4405,-216.7595,216.7595,0,1.335,257.04475,0,0,0,1803.7405,0,0
test02,2026-06-11 09:06:49,test01,USDT,2026-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ty1111,2026-06-12 14:04:14,pd1122,USDT,2026-06-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ty1112,2026-06-12 14:04:42,pd1122,USDT,2026-06-18,3,1,1,1,499,1,1400,1,-901,325,1340.6,1340.6,2241.67,901.07,-901.07,4.99,10.6208,-150.7713,0,1340.6,0,0,0,0
ty1113,2026-06-12 14:04:56,pd1122,USDT,2026-06-18,7,2,2,2,400,2,265,2,135,273,492.4,492.4,357.62,-134.78,134.78,4,0,16.217,0,492.4,0,0,0,0
ty1114,2026-06-12 14:05:29,pd1122,USDT,2026-06-18,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ty1115,2026-06-12 14:05:43,pd1122,USDT,2026-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
