本平台单号,三方单号,会员ID,上层代理,投注日期时间,投注金额,投注币种,派彩金额,派彩日期时间,会员输赢金额,游戏名称,游戏场馆,有效打码
2064739247417135104,2064737606092020737,2064375069823860736,a1760356615,2026-06-10 11:53:00,2,USDT,1.2,2026-06-10 11:53:03,-0.8,Mahjong Ways 2,PG,2
2064739246880264192,2064737623963876864,2064375069823860736,a1760356615,2026-06-10 11:53:05,2,USDT,0,2026-06-10 11:53:05,-2,Mahjong Ways 2,PG,2
2064739248788672512,2064737627822672384,2064375069823860736,a1760356615,2026-06-10 11:53:06,2,USDT,0.5,2026-06-10 11:53:08,-1.5,Mahjong Ways 2,PG,2
2064739246972538880,2064737644822145024,2064375069823860736,a1760356615,2026-06-10 11:53:10,2,USDT,2.4,2026-06-10 11:53:12,0.4,Mahjong Ways 2,PG,2
2064739247505215488,2064737662429838337,2064375069823860736,a1760356615,2026-06-10 11:53:14,2,USDT,0.6,2026-06-10 11:53:16,-1.4,Mahjong Ways 2,PG,2
2064739248876752896,2064737679840423936,2064375069823860736,a1760356615,2026-06-10 11:53:18,2,USDT,0,2026-06-10 11:53:18,-2,Mahjong Ways 2,PG,2
2064739247597490176,2064737683309118464,2064375069823860736,a1760356615,2026-06-10 11:53:19,2,USDT,0,2026-06-10 11:53:19,-2,Mahjong Ways 2,PG,2
2064739247698153472,2064737687042058752,2064375069823860736,a1760356615,2026-06-10 11:53:20,2,USDT,0.6,2026-06-10 11:53:22,-1.4,Mahjong Ways 2,PG,2
2064739248247607296,2064737704201020928,2064375069823860736,a1760356615,2026-06-10 11:53:24,2,USDT,0,2026-06-10 11:53:24,-2,Mahjong Ways 2,PG,2
2064739248969027584,2064737707954878976,2064375069823860736,a1760356615,2026-06-10 11:53:25,2,USDT,0,2026-06-10 11:53:25,-2,Mahjong Ways 2,PG,2
2064739247794622464,2064737711792674818,2064375069823860736,a1760356615,2026-06-10 11:53:26,2,USDT,0.6,2026-06-10 11:53:28,-1.4,Mahjong Ways 2,PG,2
2064739247060619264,2064737729203217409,2064375069823860736,a1760356615,2026-06-10 11:53:30,2,USDT,0,2026-06-10 11:53:30,-2,Mahjong Ways 2,PG,2
2064739247891091456,2064737733074599424,2064375069823860736,a1760356615,2026-06-10 11:53:31,2,USDT,0,2026-06-10 11:53:31,-2,Mahjong Ways 2,PG,2
2064739249065496576,2064737736891417088,2064375069823860736,a1760356615,2026-06-10 11:53:32,2,USDT,0,2026-06-10 11:53:32,-2,Mahjong Ways 2,PG,2
2064739248339881984,2064737740523585024,2064375069823860736,a1760356615,2026-06-10 11:53:32,2,USDT,0.3,2026-06-10 11:53:35,-1.7,Mahjong Ways 2,PG,2
2064739247979171840,2064737757741291520,2064375069823860736,a1760356615,2026-06-10 11:53:37,2,USDT,0,2026-06-10 11:53:37,-2,Mahjong Ways 2,PG,2
2064739247148699648,2064737761365139968,2064375069823860736,a1760356615,2026-06-10 11:53:37,2,USDT,0,2026-06-10 11:53:38,-2,Mahjong Ways 2,PG,2
2064739248427962368,2064737764993157632,2064375069823860736,a1760356615,2026-06-10 11:53:38,2,USDT,0,2026-06-10 11:53:38,-2,Mahjong Ways 2,PG,2
2064739248071446528,2064737768642299905,2064375069823860736,a1760356615,2026-06-10 11:53:39,2,USDT,0,2026-06-10 11:53:39,-2,Mahjong Ways 2,PG,2
2064739248516042752,2064737772618488321,2064375069823860736,a1760356615,2026-06-10 11:53:40,2,USDT,2,2026-06-10 11:53:42,0,Mahjong Ways 2,PG,2
2064739249166159872,2064737789374649344,2064375069823860736,a1760356615,2026-06-10 11:53:44,2,USDT,0.8,2026-06-10 11:53:46,-1.2,Mahjong Ways 2,PG,2
2064739248608317440,2064737807158573057,2064375069823860736,a1760356615,2026-06-10 11:53:48,2,USDT,0,2026-06-10 11:53:49,-2,Mahjong Ways 2,PG,2
2064739248696397824,2064737810753114113,2064375069823860736,a1760356615,2026-06-10 11:53:49,2,USDT,0,2026-06-10 11:53:49,-2,Mahjong Ways 2,PG,2
2064739247240974336,2064737814582462976,2064375069823860736,a1760356615,2026-06-10 11:53:50,2,USDT,1.2,2026-06-10 11:53:52,-0.8,Mahjong Ways 2,PG,2
2064739247329054720,2064737832248832000,2064375069823860736,a1760356615,2026-06-10 11:53:54,2,USDT,0.6,2026-06-10 11:53:59,-1.4,Mahjong Ways 2,PG,2
2064739650305200128,2064737860111574016,2064375069823860736,a1760356615,2026-06-10 11:54:01,2,USDT,0,2026-06-10 11:54:01,-2,Mahjong Ways 2,PG,2
2064739650720436224,2064737863873895424,2064375069823860736,a1760356615,2026-06-10 11:54:02,2,USDT,0,2026-06-10 11:54:02,-2,Mahjong Ways 2,PG,2
2064739499750658048,2064737867866895872,2064375069823860736,a1760356615,2026-06-10 11:54:03,2,USDT,0,2026-06-10 11:54:03,-2,Mahjong Ways 2,PG,2
2064739649634111488,2064737872203831808,2064375069823860736,a1760356615,2026-06-10 11:54:04,2,USDT,0,2026-06-10 11:54:04,-2,Mahjong Ways 2,PG,2
2064739650397474816,2064737876121263616,2064375069823860736,a1760356615,2026-06-10 11:54:05,2,USDT,0,2026-06-10 11:54:05,-2,Mahjong Ways 2,PG,2
2064739649734774784,2064737879757764608,2064375069823860736,a1760356615,2026-06-10 11:54:06,2,USDT,0,2026-06-10 11:54:06,-2,Mahjong Ways 2,PG,2
2064739498785968128,2064737899642937858,2064375069823860736,a1760356615,2026-06-10 11:54:10,2,USDT,0.4,2026-06-10 11:54:13,-1.6,Mahjong Ways 2,PG,2
2064739649923518464,2064737917124818433,2064375069823860736,a1760356615,2026-06-10 11:54:15,2,USDT,1.5,2026-06-10 11:54:17,-0.5,Mahjong Ways 2,PG,2
2064739499159261184,2064737934891933184,2064375069823860736,a1760356615,2026-06-10 11:54:19,2,USDT,0.6,2026-06-10 11:54:21,-1.4,Mahjong Ways 2,PG,2
2064739498882437120,2064737952042408960,2064375069823860736,a1760356615,2026-06-10 11:54:23,2,USDT,0,2026-06-10 11:54:23,-2,Mahjong Ways 2,PG,2
2064739499255730176,2064737955905353216,2064375069823860736,a1760356615,2026-06-10 11:54:24,2,USDT,0,2026-06-10 11:54:24,-2,Mahjong Ways 2,PG,2
2064739499348004864,2064737959835435520,2064375069823860736,a1760356615,2026-06-10 11:54:25,2,USDT,0,2026-06-10 11:54:25,-2,Mahjong Ways 2,PG,2
2064739650015793152,2064737963304118272,2064375069823860736,a1760356615,2026-06-10 11:54:26,2,USDT,0,2026-06-10 11:54:26,-2,Mahjong Ways 2,PG,2
2064739498974711808,2064737966886013440,2064375069823860736,a1760356615,2026-06-10 11:54:26,2,USDT,0,2026-06-10 11:54:27,-2,Mahjong Ways 2,PG,2
2064739499842932736,2064737970958747648,2064375069823860736,a1760356615,2026-06-10 11:54:27,2,USDT,1,2026-06-10 11:54:30,-1,Mahjong Ways 2,PG,2
2064739499939401728,2064737989023520770,2064375069823860736,a1760356615,2026-06-10 11:54:32,2,USDT,0,2026-06-10 11:54:32,-2,Mahjong Ways 2,PG,2
2064739650531692544,2064737992693595648,2064375069823860736,a1760356615,2026-06-10 11:54:33,2,USDT,0,2026-06-10 11:54:33,-2,Mahjong Ways 2,PG,2
2064739498504949760,2064737996149654528,2064375069823860736,a1760356615,2026-06-10 11:54:33,2,USDT,0.2,2026-06-10 11:54:35,-1.8,Mahjong Ways 2,PG,2
2064739499066986496,2064738012708788737,2064375069823860736,a1760356615,2026-06-10 11:54:37,2,USDT,0,2026-06-10 11:54:38,-2,Mahjong Ways 2,PG,2
2064739499440279552,2064738016315839488,2064375069823860736,a1760356615,2026-06-10 11:54:38,2,USDT,0,2026-06-10 11:54:38,-2,Mahjong Ways 2,PG,2
2064739500027482112,2064738019939796992,2064375069823860736,a1760356615,2026-06-10 11:54:39,2,USDT,7.2,2026-06-10 11:54:43,5.2,Mahjong Ways 2,PG,2
2064739498693693440,2064738046481314817,2064375069823860736,a1760356615,2026-06-10 11:54:45,2,USDT,0,2026-06-10 11:54:46,-2,Mahjong Ways 2,PG,2
2064739498601418752,2064738050554027522,2064375069823860736,a1760356615,2026-06-10 11:54:46,2,USDT,9.6,2026-06-10 11:54:53,7.6,Mahjong Ways 2,PG,2
2064739499557720064,2064738085861695488,2064375069823860736,a1760356615,2026-06-10 11:54:55,2,USDT,1.2,2026-06-10 11:54:57,-0.8,Mahjong Ways 2,PG,2
2064739499658383360,2064738103079332864,2064375069823860736,a1760356615,2026-06-10 11:54:59,2,USDT,0,2026-06-10 11:54:59,-2,Mahjong Ways 2,PG,2
2064739750402265088,2064738106946469376,2064375069823860736,a1760356615,2026-06-10 11:55:00,2,USDT,0,2026-06-10 11:55:00,-2,Mahjong Ways 2,PG,2
2064739750964301824,2064738110436145152,2064375069823860736,a1760356615,2026-06-10 11:55:01,2,USDT,13.8,2026-06-10 11:55:07,11.8,Mahjong Ways 2,PG,2
2064739751060770816,2064738145794110977,2064375069823860736,a1760356615,2026-06-10 11:55:09,2,USDT,0.4,2026-06-10 11:55:13,-1.6,Mahjong Ways 2,PG,2
2064739750679089152,2064738171924607489,2064375069823860736,a1760356615,2026-06-10 11:55:15,2,USDT,0,2026-06-10 11:55:15,-2,Mahjong Ways 2,PG,2
2064739751153045504,2064738175875627520,2064375069823860736,a1760356615,2026-06-10 11:55:16,2,USDT,48.5,2026-06-10 11:55:24,46.5,Mahjong Ways 2,PG,2
2064739750494539776,2064738252601968640,2064375069823860736,a1760356615,2026-06-10 11:55:35,2,USDT,0,2026-06-10 11:55:35,-2,Mahjong Ways 2,PG,2
2064739751253708800,2064738256603397121,2064375069823860736,a1760356615,2026-06-10 11:55:35,2,USDT,0,2026-06-10 11:55:36,-2,Mahjong Ways 2,PG,2
2064739751350177792,2064738260378309632,2064375069823860736,a1760356615,2026-06-10 11:55:36,2,USDT,0.2,2026-06-10 11:55:38,-1.8,Mahjong Ways 2,PG,2
2064739750775558144,2064738278162120192,2064375069823860736,a1760356615,2026-06-10 11:55:41,2,USDT,0,2026-06-10 11:55:41,-2,Mahjong Ways 2,PG,2
2064739751442452480,2064738281878249984,2064375069823860736,a1760356615,2026-06-10 11:55:41,2,USDT,0,2026-06-10 11:55:42,-2,Mahjong Ways 2,PG,2
2064739750213521408,2064738285686716928,2064375069823860736,a1760356615,2026-06-10 11:55:42,2,USDT,0,2026-06-10 11:55:43,-2,Mahjong Ways 2,PG,2
2064739750117052416,2064738290447156224,2064375069823860736,a1760356615,2026-06-10 11:55:43,2,USDT,0,2026-06-10 11:55:44,-2,Mahjong Ways 2,PG,2
2064739750305796096,2064738293760698370,2064375069823860736,a1760356615,2026-06-10 11:55:44,2,USDT,14.4,2026-06-10 11:55:51,12.4,Mahjong Ways 2,PG,2
2064739750872027136,2064738330389561344,2064375069823860736,a1760356615,2026-06-10 11:55:53,2,USDT,1,2026-06-10 11:55:57,-1,Mahjong Ways 2,PG,2
2064739750586814464,2064738356654255616,2064375069823860736,a1760356615,2026-06-10 11:55:59,2,USDT,0,2026-06-10 11:56:00,-2,Mahjong Ways 2,PG,2
2064740003834695680,2064738360546565632,2064375069823860736,a1760356615,2026-06-10 11:56:00,2,USDT,0.6,2026-06-10 11:56:03,-1.4,Mahjong Ways 2,PG,2
2064740003276853248,2064738378577928704,2064375069823860736,a1760356615,2026-06-10 11:56:05,2,USDT,0,2026-06-10 11:56:05,-2,Mahjong Ways 2,PG,2
2064740002245054464,2064738382185003009,2064375069823860736,a1760356615,2026-06-10 11:56:05,2,USDT,0,2026-06-10 11:56:06,-2,Mahjong Ways 2,PG,2
2064740003926970368,2064738386123424768,2064375069823860736,a1760356615,2026-06-10 11:56:06,2,USDT,0,2026-06-10 11:56:07,-2,Mahjong Ways 2,PG,2
2064740003369127936,2064738389520857088,2064375069823860736,a1760356615,2026-06-10 11:56:07,2,USDT,0,2026-06-10 11:56:07,-2,Mahjong Ways 2,PG,2
2064740002337329152,2064738393161562627,2064375069823860736,a1760356615,2026-06-10 11:56:08,2,USDT,0.2,2026-06-10 11:56:10,-1.8,Mahjong Ways 2,PG,2
2064740004023439360,2064738410156854272,2064375069823860736,a1760356615,2026-06-10 11:56:12,2,USDT,0,2026-06-10 11:56:12,-2,Mahjong Ways 2,PG,2
2064740003461402624,2064738417350092288,2064375069823860736,a1760356615,2026-06-10 11:56:13,2,USDT,0.3,2026-06-10 11:56:16,-1.7,Mahjong Ways 2,PG,2
2064740002802896896,2064738434680930816,2064375069823860736,a1760356615,2026-06-10 11:56:18,2,USDT,0.1,2026-06-10 11:56:20,-1.9,Mahjong Ways 2,PG,2
2064740002907754496,2064738451294606336,2064375069823860736,a1760356615,2026-06-10 11:56:22,2,USDT,0,2026-06-10 11:56:22,-2,Mahjong Ways 2,PG,2
2064740004119908352,2064738455082012673,2064375069823860736,a1760356615,2026-06-10 11:56:23,2,USDT,1,2026-06-10 11:56:25,-1,Mahjong Ways 2,PG,2
2064740003549483008,2064738471980834816,2064375069823860736,a1760356615,2026-06-10 11:56:27,2,USDT,0,2026-06-10 11:56:27,-2,Mahjong Ways 2,PG,2
2064740004207988736,2064738477387312129,2064375069823860736,a1760356615,2026-06-10 11:56:28,2,USDT,0,2026-06-10 11:56:28,-2,Mahjong Ways 2,PG,2
2064740001968230400,2064738481208358400,2064375069823860736,a1760356615,2026-06-10 11:56:29,2,USDT,0,2026-06-10 11:56:29,-2,Mahjong Ways 2,PG,2
2064740003641757696,2064738484911884800,2064375069823860736,a1760356615,2026-06-10 11:56:30,2,USDT,0,2026-06-10 11:56:30,-2,Mahjong Ways 2,PG,2
2064740002425409536,2064738488581899776,2064375069823860736,a1760356615,2026-06-10 11:56:31,2,USDT,0.1,2026-06-10 11:56:33,-1.9,Mahjong Ways 2,PG,2
2064740002060505088,2064738505711516161,2064375069823860736,a1760356615,2026-06-10 11:56:35,2,USDT,7.5,2026-06-10 11:56:41,5.5,Mahjong Ways 2,PG,2
2064740002152779776,2064738541413387776,2064375069823860736,a1760356615,2026-06-10 11:56:43,2,USDT,0,2026-06-10 11:56:44,-2,Mahjong Ways 2,PG,2
2064740003004223488,2064738545410574336,2064375069823860736,a1760356615,2026-06-10 11:56:44,2,USDT,0.3,2026-06-10 11:56:46,-1.7,Mahjong Ways 2,PG,2
2064740003734032384,2064738562531713025,2064375069823860736,a1760356615,2026-06-10 11:56:48,2,USDT,0,2026-06-10 11:56:49,-2,Mahjong Ways 2,PG,2
2064740002517684224,2064738566289792000,2064375069823860736,a1760356615,2026-06-10 11:56:49,2,USDT,5.2,2026-06-10 11:56:51,3.2,Mahjong Ways 2,PG,2
2064740003096498176,2064738584056850945,2064375069823860736,a1760356615,2026-06-10 11:56:54,2,USDT,0,2026-06-10 11:56:54,-2,Mahjong Ways 2,PG,2
2064740002609958912,2064738587945006592,2064375069823860736,a1760356615,2026-06-10 11:56:54,2,USDT,0,2026-06-10 11:56:55,-2,Mahjong Ways 2,PG,2
2064740003188772864,2064738591505958912,2064375069823860736,a1760356615,2026-06-10 11:56:55,2,USDT,1.2,2026-06-10 11:56:57,-0.8,Mahjong Ways 2,PG,2
2064740002702233600,2064738608467716608,2064375069823860736,a1760356615,2026-06-10 11:56:59,2,USDT,0,2026-06-10 11:57:00,-2,Mahjong Ways 2,PG,2
2064740253622276096,2064738611999299585,2064375069823860736,a1760356615,2026-06-10 11:57:00,2,USDT,0,2026-06-10 11:57:00,-2,Mahjong Ways 2,PG,2
2064740254570188800,2064738615459683328,2064375069823860736,a1760356615,2026-06-10 11:57:01,2,USDT,9.8,2026-06-10 11:57:08,7.8,Mahjong Ways 2,PG,2
2064740255035756544,2064738655100052480,2064375069823860736,a1760356615,2026-06-10 11:57:10,2,USDT,0,2026-06-10 11:57:11,-2,Mahjong Ways 2,PG,2
2064740254075260928,2064738659302699009,2064375069823860736,a1760356615,2026-06-10 11:57:12,2,USDT,0,2026-06-10 11:57:12,-2,Mahjong Ways 2,PG,2
2064740254662463489,2064738662712638976,2064375069823860736,a1760356615,2026-06-10 11:57:12,2,USDT,0,2026-06-10 11:57:12,-2,Mahjong Ways 2,PG,2
2064740253349646336,2064738666441416705,2064375069823860736,a1760356615,2026-06-10 11:57:13,2,USDT,0,2026-06-10 11:57:13,-2,Mahjong Ways 2,PG,2
2064740254167535616,2064738670497319424,2064375069823860736,a1760356615,2026-06-10 11:57:14,2,USDT,10.4,2026-06-10 11:57:19,8.4,Mahjong Ways 2,PG,2
2064740253441921025,2064738697407909376,2064375069823860736,a1760356615,2026-06-10 11:57:21,2,USDT,0,2026-06-10 11:57:21,-2,Mahjong Ways 2,PG,2
2064740253710356480,2064738701178633217,2064375069823860736,a1760356615,2026-06-10 11:57:21,2,USDT,0.2,2026-06-10 11:57:24,-1.8,Mahjong Ways 2,PG,2
2064740254758932480,2064738718387837952,2064375069823860736,a1760356615,2026-06-10 11:57:26,2,USDT,0,2026-06-10 11:57:26,-2,Mahjong Ways 2,PG,2
2064740253530001409,2064738722640842752,2064375069823860736,a1760356615,2026-06-10 11:57:26,2,USDT,0,2026-06-10 11:57:27,-2,Mahjong Ways 2,PG,2
2064740404998901760,2064738726587774976,2064375069823860736,a1760356615,2026-06-10 11:57:27,2,USDT,1.2,2026-06-10 11:57:30,-0.8,Mahjong Ways 2,PG,2
2064740253798436864,2064738744044452352,2064375069823860736,a1760356615,2026-06-10 11:57:32,2,USDT,0.2,2026-06-10 11:57:34,-1.8,Mahjong Ways 2,PG,2
2064740405112147968,2064738761903730688,2064375069823860736,a1760356615,2026-06-10 11:57:36,2,USDT,0,2026-06-10 11:57:36,-2,Mahjong Ways 2,PG,2
2064740254847012864,2064738766655864833,2064375069823860736,a1760356615,2026-06-10 11:57:37,2,USDT,0,2026-06-10 11:57:37,-2,Mahjong Ways 2,PG,2
2064740253894905856,2064738770455954945,2064375069823860736,a1760356615,2026-06-10 11:57:38,2,USDT,0,2026-06-10 11:57:38,-2,Mahjong Ways 2,PG,2
2064740254939287552,2064738774004378625,2064375069823860736,a1760356615,2026-06-10 11:57:39,2,USDT,0,2026-06-10 11:57:39,-2,Mahjong Ways 2,PG,2
2064740253982986241,2064738777561059840,2064375069823860736,a1760356615,2026-06-10 11:57:40,2,USDT,0,2026-06-10 11:57:40,-2,Mahjong Ways 2,PG,2
2064740254272393216,2064738781067481088,2064375069823860736,a1760356615,2026-06-10 11:57:41,2,USDT,0,2026-06-10 11:57:41,-2,Mahjong Ways 2,PG,2
2064740254389833728,2064738784854982147,2064375069823860736,a1760356615,2026-06-10 11:57:41,2,USDT,21.4,2026-06-10 11:57:54,19.4,Mahjong Ways 2,PG,2
2064740254477914113,2064738847148793344,2064375069823860736,a1760356615,2026-06-10 11:57:56,2,USDT,0,2026-06-10 11:57:56,-2,Mahjong Ways 2,PG,2
2064740002433798144,22846485620034904612064375069823860736,2064375069823860736,a1760356615,2026-06-10 12:02:15,2,USDT,0,2026-06-10 12:02:15,-2,Pirate Queen 2,Jili SLOTS,2
2064740757488209920,22846485770036704612064375069823860736,2064375069823860736,a1760356615,2026-06-10 12:02:16,2,USDT,0,2026-06-10 12:02:16,-2,Pirate Queen 2,Jili SLOTS,2
2064740505381179392,22846485930032504612064375069823860736,2064375069823860736,a1760356615,2026-06-10 12:02:17,2,USDT,0,2026-06-10 12:02:17,-2,Pirate Queen 2,Jili SLOTS,2
