累计代理总数,当日新增代理数,当日活跃代理数,代理佣金总额,代理贡献毛利占比,当日充值总额,当日充值笔数,当日充值人数,平均单笔充值额,当日提现总额,当日提现笔数,当日提现人数,充提差额（净流入）,充提比率,投注总额,有效打码总额,派彩总额,平台毛利润（GGR）,彩金总费用,返水总费用,平台净利润（NGR）,毛利率,净利率
19,0,5,3380.49296,100%,4630,6,6,771.6666666666666666666666667,338,3,3,4292,13.69822485207100591715976331,38671.695,37737.845,31389.2788,7282.4162,74.2,137.09225,3690.63099,18.83%,9.54%
