本平台单号,三方单号,会员ID,上层代理,投注日期时间,投注金额,投注币种,派彩金额,派彩日期时间,会员输赢金额,游戏名称,游戏场馆,有效打码
2065021507313262592,22857224200000702522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:40:51,1,USDT,0,2026-06-11 06:40:51,-1,Zeus,Jili SLOTS,1
2065021506654756864,22857224340000702522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:40:52,1,USDT,0,2026-06-11 06:40:52,-1,Zeus,Jili SLOTS,1
2065021506751225856,22857224500001102522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:40:53,1,USDT,0,2026-06-11 06:40:53,-1,Zeus,Jili SLOTS,1
2065021506847694848,22857224660001102522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:40:54,1,USDT,0,2026-06-11 06:40:54,-1,Zeus,Jili SLOTS,1
2065021506939969536,22857224840001202522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:40:55,1,USDT,0,2026-06-11 06:40:55,-1,Zeus,Jili SLOTS,1
2065021507032244224,22857224980000802522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:40:56,1,USDT,0,2026-06-11 06:40:56,-1,Zeus,Jili SLOTS,1
2065021507128713216,22857225140000102522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:40:57,1,USDT,0,2026-06-11 06:40:57,-1,Zeus,Jili SLOTS,1
2065021507220987904,22857225320000102522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:40:58,1,USDT,0,2026-06-11 06:40:58,-1,Zeus,Jili SLOTS,1
2065021608916082688,22857225320001702522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:40:58,1,USDT,0,2026-06-11 06:40:58,-1,Zeus,Jili SLOTS,1
2065021608257576960,22857225480001602522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:40:59,1,USDT,6.4,2026-06-11 06:40:59,5.4,Zeus,Jili SLOTS,1
2065021607427104768,22857225960001402522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:02,1,USDT,0,2026-06-11 06:41:02,-1,Zeus,Jili SLOTS,1
2065021608345657344,22857226120001002522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:03,1,USDT,5.6,2026-06-11 06:41:03,4.6,Zeus,Jili SLOTS,1
2065021608437932032,22857226580000502522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:06,1,USDT,1.8,2026-06-11 06:41:06,0.8,Zeus,Jili SLOTS,1
2065021607976558592,22857226920001602522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:08,1,USDT,0.6,2026-06-11 06:41:08,-0.4,Zeus,Jili SLOTS,1
2065021609008357376,22857226900000002522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:08,1,USDT,0,2026-06-11 06:41:08,-1,Zeus,Jili SLOTS,1
2065021607519379456,22857227220000802522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:10,1,USDT,0,2026-06-11 06:41:10,-1,Zeus,Jili SLOTS,1
2065021609096437760,22857227380000802522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:11,1,USDT,0,2026-06-11 06:41:11,-1,Zeus,Jili SLOTS,1
2065021607611654144,22857227540000602522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:12,1,USDT,0,2026-06-11 06:41:12,-1,Zeus,Jili SLOTS,1
2065021607699734528,22857227700000602522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:13,1,USDT,0.9,2026-06-11 06:41:13,-0.1,Zeus,Jili SLOTS,1
2065021609234849792,22857227880001302522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:14,1,USDT,1.3,2026-06-11 06:41:14,0.3,Zeus,Jili SLOTS,1
2065021608068833280,22857228040001202522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:15,1,USDT,8,2026-06-11 06:41:15,7,Zeus,Jili SLOTS,1
2065021607792009216,22857228680000202522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:19,1,USDT,0,2026-06-11 06:41:19,-1,Zeus,Jili SLOTS,1
2065021609327124480,22857228680002602522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:19,1,USDT,0,2026-06-11 06:41:19,-1,Zeus,Jili SLOTS,1
2065021609423593472,22857228820001402522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:20,1,USDT,0,2026-06-11 06:41:20,-1,Zeus,Jili SLOTS,1
2065021609511673856,22857228980001402522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:21,1,USDT,0,2026-06-11 06:41:21,-1,Zeus,Jili SLOTS,1
2065021608546983936,22857229160000702522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:22,1,USDT,3,2026-06-11 06:41:22,2,Zeus,Jili SLOTS,1
2065021608639258624,22857229460000602522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:24,1,USDT,0,2026-06-11 06:41:24,-1,Zeus,Jili SLOTS,1
2065021607884283904,22857229640000602522064375069823860736,2064375069823860736,a1760356615,2026-06-11 06:41:25,1,USDT,0.6,2026-06-11 06:41:25,-0.4,Zeus,Jili SLOTS,1
