累计代理总数,当日新增代理数,当日活跃代理数,代理佣金总额,代理贡献毛利占比,当日充值总额,当日充值笔数,当日充值人数,平均单笔充值额,当日提现总额,当日提现笔数,当日提现人数,充提差额（净流入）,充提比率,投注总额,有效打码总额,派彩总额,平台毛利润（GGR）,彩金总费用,返水总费用,平台净利润（NGR）,毛利率,净利率
19,0,4,-345.642,100%,21073,10,8,2107.3,16570,3,3,4503,1.271756185878092939046469523,44166.6,42341.3,50078.16,-5911.56,338.6,688.49275,-6593.01075,-13.38%,-14.93%
