本平台单号,三方单号,会员ID,上层代理,投注日期时间,投注金额,投注币种,派彩金额,派彩日期时间,会员输赢金额,游戏名称,游戏场馆,有效打码
2066797962263642112,17809814687898090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:18:22,2.95,USDT,6.465,2026-06-16 04:19:31,3.515,TeenPatti,Jili POKER,2.95
2066798062977269760,17809814695250090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:19:41,1.05,USDT,1.8575,2026-06-16 04:20:11,0.8075,TeenPatti,Jili POKER,1.05
2066798214077071360,17809814698592090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:20:16,0.95,USDT,1.7575,2026-06-16 04:20:56,0.8075,TeenPatti,Jili POKER,0.95
2066798566276972544,17809814702767090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:21:01,0.25,USDT,0,2026-06-16 04:22:23,-0.25,TeenPatti,Jili POKER,0.25
2066798717271916544,17809814711421090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:22:35,0.25,USDT,0,2026-06-16 04:22:56,-0.25,TeenPatti,Jili POKER,0.25
2066799069614424064,17809814713396090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:22:57,12.35,USDT,21.47,2026-06-16 04:24:10,9.12,TeenPatti,Jili POKER,12.35
2066799472368271360,17809814722042090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:24:26,0.25,USDT,0,2026-06-16 04:24:58,-0.25,TeenPatti,Jili POKER,0.25
2066799472468934656,17809814725181090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:24:59,0.55,USDT,0,2026-06-16 04:25:53,-0.55,TeenPatti,Jili POKER,0.55
2066799824543006720,17809814730230090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:25:54,8.35,USDT,25.0225,2026-06-16 04:27:12,16.6725,TeenPatti,Jili POKER,8.35
2066800227150053376,17809814739222090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:27:30,0.05,USDT,0,2026-06-16 04:27:38,-0.05,TeenPatti,Jili POKER,0.05
2066800076176080896,17809814740036090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:27:38,2.15,USDT,4.81,2026-06-16 04:28:23,2.66,TeenPatti,Jili POKER,2.15
2066800327825932288,17809814745176090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:28:33,0.55,USDT,1.12,2026-06-16 04:29:13,0.57,TeenPatti,Jili POKER,0.55
2066800982141550592,17809814754308090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:30:10,4.15,USDT,0,2026-06-16 04:30:35,-4.15,TeenPatti,Jili POKER,4.15
2066800831305990144,17809814757865090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:30:49,0.35,USDT,0,2026-06-16 04:31:27,-0.35,TeenPatti,Jili POKER,0.35
2066801233799790592,17809814762340090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:31:38,0.65,USDT,0,2026-06-16 04:32:34,-0.65,TeenPatti,Jili POKER,0.65
2066801334475669504,17809814749564090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:29:20,0.15,USDT,0,2026-06-16 04:33:25,-0.15,TeenPatti,Jili POKER,0.15
2066801334572138496,17809814768223090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:32:46,1.15,USDT,0,2026-06-16 04:33:25,-1.15,TeenPatti,Jili POKER,1.15
2066801837771177984,17809814772305090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:33:35,1.35,USDT,0,2026-06-16 04:34:17,-1.35,TeenPatti,Jili POKER,1.35
2066801737095299072,17809814776463090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:34:24,1.35,USDT,0,2026-06-16 04:34:57,-1.35,TeenPatti,Jili POKER,1.35
2066801989101666304,17809814780006090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:35:07,0.45,USDT,0,2026-06-16 04:35:34,-0.45,TeenPatti,Jili POKER,0.45
2066802592783646720,17809814782280090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:35:34,2.25,USDT,0,2026-06-16 04:36:24,-2.25,TeenPatti,Jili POKER,2.25
2066802240432750592,17809814787075090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:36:32,0.05,USDT,0,2026-06-16 04:36:39,-0.05,TeenPatti,Jili POKER,0.05
2066802341016354816,17809814787693090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:36:39,1.05,USDT,1.81,2026-06-16 04:37:02,0.76,TeenPatti,Jili POKER,1.05
2066802492049047552,1274784042928554240,2066800060553256960,ty1114,2026-06-16 04:36:41,20,USDT,0,2026-06-16 04:37:10,-20,db_live,db_live,20
2066802492237791232,1274784103288783104,2066800060553256960,ty1114,2026-06-16 04:36:55,30,USDT,58.5,2026-06-16 04:37:19,28.5,db_live,db_live,28.5
2066802492141322240,17809814790090090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:37:07,2.95,USDT,0,2026-06-16 04:37:48,-2.95,TeenPatti,Jili POKER,2.95
2066802743782785024,1274784224193597056,2066800060553256960,ty1114,2026-06-16 04:37:24,20,USDT,40,2026-06-16 04:37:51,20,db_live,db_live,20
2066802743908614144,1274784241670758656,2066800060553256960,ty1114,2026-06-16 04:37:28,5,USDT,10,2026-06-16 04:37:51,5,db_live,db_live,5
2066802744021860352,1274784378724311808,2066800060553256960,ty1114,2026-06-16 04:38:01,30,USDT,58.5,2026-06-16 04:38:17,28.5,db_live,db_live,28.5
2066802844337029120,1274784398029678720,2066800060553256960,ty1114,2026-06-16 04:38:05,25,USDT,0,2026-06-16 04:38:31,-25,db_live,db_live,25
2066803247413837824,17809814794536090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:37:59,0.15,USDT,0,2026-06-16 04:39:08,-0.15,TeenPatti,Jili POKER,0.15
2066802995348750336,1274784568083560576,2066800060553256960,ty1114,2026-06-16 04:38:46,30,USDT,0,2026-06-16 04:39:10,-30,db_live,db_live,30
2066802995478773760,17809814800878090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:39:16,0.15,USDT,0,2026-06-16 04:39:42,-0.15,TeenPatti,Jili POKER,0.15
2066803096267898880,1274784734804438400,2066800060553256960,ty1114,2026-06-16 04:39:25,30,USDT,58.5,2026-06-16 04:39:45,28.5,db_live,db_live,28.5
2066803096171429888,17809814803134090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:39:42,2.65,USDT,3.9325,2026-06-16 04:40:29,1.2825,TeenPatti,Jili POKER,2.65
2066803347716423680,17809814807261090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:40:34,0.15,USDT,0,2026-06-16 04:41:14,-0.15,TeenPatti,Jili POKER,0.15
2066803850944823296,17809814810554090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:41:15,0.65,USDT,2.55,2026-06-16 04:42:09,1.9,TeenPatti,Jili POKER,0.65
2066803750440910848,17809814815375090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:42:15,2.15,USDT,3.29,2026-06-16 04:42:54,1.14,TeenPatti,Jili POKER,2.15
2066804102707920896,17809814818970090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:42:59,5.75,USDT,8.3625,2026-06-16 04:44:01,2.6125,TeenPatti,Jili POKER,5.75
2066804253631561728,1274785845937486592,2066799512592605184,ty1114,2026-06-16 04:43:50,20,USDT,0,2026-06-16 04:44:16,-20,db_live,db_live,20
2066804354320023552,1274785890166739456,2066799512592605184,ty1114,2026-06-16 04:44:01,30,USDT,58.5,2026-06-16 04:44:21,28.5,db_live,db_live,28.5
2066804606007623680,17809814824099090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:44:05,2.15,USDT,0,2026-06-16 04:44:48,-2.15,TeenPatti,Jili POKER,2.15
2066804505436602368,1274786016473180288,2066799512592605184,ty1114,2026-06-16 04:44:31,30,USDT,58.5,2026-06-16 04:44:53,28.5,db_live,db_live,28.5
2066804505537265664,1274785999176383232,2066799512592605184,ty1114,2026-06-16 04:44:27,20,USDT,20,2026-06-16 04:44:55,0,db_live,db_live,0
2066804505642123264,1274786160980577920,2066799512592605184,ty1114,2026-06-16 04:45:05,30,USDT,0,2026-06-16 04:45:20,-30,db_live,db_live,30
2066804757010956288,1274786257310136448,2066799512592605184,ty1114,2026-06-16 04:45:28,20,USDT,40,2026-06-16 04:45:55,20,db_live,db_live,20
2066804857686835200,17809814828250090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:44:59,1.05,USDT,0,2026-06-16 04:46:02,-1.05,TeenPatti,Jili POKER,1.05
2066804857628114944,1274786415385045120,2066799512592605184,ty1114,2026-06-16 04:46:06,30,USDT,0,2026-06-16 04:46:33,-30,db_live,db_live,30
2066804857745555456,1274786435154043392,2066799512592605184,ty1114,2026-06-16 04:46:11,20,USDT,40,2026-06-16 04:46:34,20,db_live,db_live,20
2066804857787498496,17809814833729090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:46:09,4.85,USDT,8.08,2026-06-16 04:46:59,3.23,TeenPatti,Jili POKER,4.85
2066805008618864640,1274786566636671488,2066799512592605184,ty1114,2026-06-16 04:46:42,30,USDT,60,2026-06-16 04:47:08,30,db_live,db_live,30
2066805008723722240,1274786633351375744,2066799512592605184,ty1114,2026-06-16 04:46:58,30,USDT,0,2026-06-16 04:47:19,-30,db_live,db_live,30
2066804857883967488,17809814838124090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:47:05,0.15,USDT,0,2026-06-16 04:47:28,-0.15,TeenPatti,Jili POKER,0.15
2066805109277966336,1274786744244921216,2066799512592605184,ty1114,2026-06-16 04:47:25,20,USDT,20,2026-06-16 04:47:47,0,db_live,db_live,0
2066805109420572672,17809814840091090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:47:30,1.65,USDT,3.2175,2026-06-16 04:48:15,1.5675,TeenPatti,Jili POKER,1.65
2066805260298076160,1274786850431759616,2066799512592605184,ty1114,2026-06-16 04:47:50,30,USDT,0,2026-06-16 04:48:16,-30,db_live,db_live,30
2066805260398739456,1274786886133768960,2066799512592605184,ty1114,2026-06-16 04:47:58,20,USDT,0,2026-06-16 04:48:17,-20,db_live,db_live,20
2066805361011703808,17809814844045090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:48:20,0.15,USDT,0,2026-06-16 04:48:30,-0.15,TeenPatti,Jili POKER,0.15
2066805260507791360,17809814844858090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:48:31,0.05,USDT,0,2026-06-16 04:48:38,-0.05,TeenPatti,Jili POKER,0.05
2066805512002453504,1274787056338375936,2066799512592605184,ty1114,2026-06-16 04:48:39,30,USDT,60,2026-06-16 04:48:56,30,db_live,db_live,30
2066805361112367104,17809814845435090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:48:38,0.25,USDT,0,2026-06-16 04:49:04,-0.25,TeenPatti,Jili POKER,0.25
2066805512111505408,1274787142467351040,2066799512592605184,ty1114,2026-06-16 04:48:59,35,USDT,0,2026-06-16 04:49:17,-35,db_live,db_live,35
2066805512132476928,17809814847501090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:49:04,1.05,USDT,0,2026-06-16 04:49:43,-1.05,TeenPatti,Jili POKER,1.05
2066805612586057728,1274787182624631552,2066799512592605184,ty1114,2026-06-16 04:49:09,30,USDT,0,2026-06-16 04:49:44,-30,db_live,db_live,30
2066805612581863424,17809814850505090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:49:43,0.15,USDT,0,2026-06-16 04:50:05,-0.15,TeenPatti,Jili POKER,0.15
2066805612686721024,17809814852187090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:50:05,0.05,USDT,0,2026-06-16 04:50:15,-0.05,TeenPatti,Jili POKER,0.05
2066806116036755456,17809814853001090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:50:15,0.45,USDT,0.925,2026-06-16 04:50:45,0.475,TeenPatti,Jili POKER,0.45
2066805864311406592,17809814856300090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:50:55,0.15,USDT,0,2026-06-16 04:51:14,-0.15,TeenPatti,Jili POKER,0.15
2066806015318933504,17809814857901090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:51:15,0.45,USDT,0,2026-06-16 04:51:58,-0.45,TeenPatti,Jili POKER,0.45
2066806619340652544,17809814861380090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:51:59,2.15,USDT,0,2026-06-16 04:53:00,-2.15,TeenPatti,Jili POKER,2.15
2066806367699189760,17809814867024090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:53:08,0.05,USDT,0,2026-06-16 04:53:23,-0.05,TeenPatti,Jili POKER,0.05
2066807021935116288,17809814868268090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:53:23,0.25,USDT,0,2026-06-16 04:54:42,-0.25,TeenPatti,Jili POKER,0.25
2066807273580773376,17809814875485090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:54:54,0.95,USDT,0,2026-06-16 04:56:23,-0.95,TeenPatti,Jili POKER,0.95
2066807525322899456,17809814883202090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:56:32,0.15,USDT,0,2026-06-16 04:56:43,-0.15,TeenPatti,Jili POKER,0.15
2066807374239875072,17809814884010090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:56:43,0.25,USDT,0,2026-06-16 04:57:16,-0.25,TeenPatti,Jili POKER,0.25
2066807626057498624,17809814886541090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:57:16,1.05,USDT,3.5675,2026-06-16 04:58:00,2.5175,TeenPatti,Jili POKER,1.05
2066807777052442624,17809814890809090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:58:10,0.55,USDT,0,2026-06-16 04:58:58,-0.55,TeenPatti,Jili POKER,0.55
2066807877535383552,17809814894773090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:58:59,0.25,USDT,0,2026-06-16 04:59:24,-0.25,TeenPatti,Jili POKER,0.25
2066808280251482112,17809814896813090722065063441742753792,2065063441742753792,aq1122,2026-06-16 04:59:24,2.95,USDT,0,2026-06-16 05:00:56,-2.95,TeenPatti,Jili POKER,2.95
2066808380952526848,17809814904416090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:00:57,0.05,USDT,0,2026-06-16 05:01:11,-0.05,TeenPatti,Jili POKER,0.05
2066808531993608192,17809814905566090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:01:11,0.35,USDT,0,2026-06-16 05:01:43,-0.35,TeenPatti,Jili POKER,0.35
2066808532094271488,17809814908156090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:01:45,0.05,USDT,0,2026-06-16 05:01:53,-0.05,TeenPatti,Jili POKER,0.05
2066808632480743424,17809814908798090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:01:54,0.15,USDT,0,2026-06-16 05:02:06,-0.15,TeenPatti,Jili POKER,0.15
2066808783781871616,17809814909828090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:02:07,0.55,USDT,0,2026-06-16 05:02:44,-0.55,TeenPatti,Jili POKER,0.55
2066808884260618240,17809814913528090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:02:53,0.15,USDT,0,2026-06-16 05:03:14,-0.15,TeenPatti,Jili POKER,0.15
2066808884159954944,17809814915213090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:03:14,0.05,USDT,0,2026-06-16 05:03:21,-0.05,TeenPatti,Jili POKER,0.05
2066809286867664896,17809814915795090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:03:22,1.55,USDT,0,2026-06-16 05:04:30,-1.55,TeenPatti,Jili POKER,1.55
2066809387694538752,17809814921951090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:04:41,0.3,USDT,0,2026-06-16 05:05:01,-0.3,TeenPatti,Jili POKER,0.3
2066809538597208064,17809814923612090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:05:02,5.9,USDT,10.555,2026-06-16 05:05:40,4.655,TeenPatti,Jili POKER,5.9
2066809639109509120,17809814927543090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:05:50,0.3,USDT,0,2026-06-16 05:06:10,-0.3,TeenPatti,Jili POKER,0.3
2066809790255448064,17809814929250090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:06:10,1.9,USDT,3.42,2026-06-16 05:06:59,1.52,TeenPatti,Jili POKER,1.9
2066809890826469376,17809814933738090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:07:05,0.3,USDT,0,2026-06-16 05:07:20,-0.3,TeenPatti,Jili POKER,0.3
2066810142597955584,17809814934955090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:07:20,1.9,USDT,0,2026-06-16 05:08:01,-1.9,TeenPatti,Jili POKER,1.9
2066810293496430592,17809814938971090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:08:10,1.5,USDT,0,2026-06-16 05:08:40,-1.5,TeenPatti,Jili POKER,1.5
2066810394159726592,17809814941564090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:08:40,7.1,USDT,0,2026-06-16 05:09:27,-7.1,TeenPatti,Jili POKER,7.1
2066810645935407104,17809814946280090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:09:37,0.9,USDT,0,2026-06-16 05:10:24,-0.9,TeenPatti,Jili POKER,0.9
2066810897547509760,17809814950888090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:10:31,0.9,USDT,0,2026-06-16 05:11:04,-0.9,TeenPatti,Jili POKER,0.9
2066811048567619584,17809814954244090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:11:12,0.3,USDT,0,2026-06-16 05:11:30,-0.3,TeenPatti,Jili POKER,0.3
2066811149121863680,17809814955767090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:11:31,1.1,USDT,0,2026-06-16 05:12:05,-1.1,TeenPatti,Jili POKER,1.1
2066811300167139328,17809814958599090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:12:06,1.3,USDT,3.295,2026-06-16 05:12:45,1.995,TeenPatti,Jili POKER,1.3
2066811400784297984,17809814962108090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:12:50,0.3,USDT,0,2026-06-16 05:13:18,-0.3,TeenPatti,Jili POKER,0.3
2066811652522229760,17809814964374090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:13:18,10.1,USDT,0,2026-06-16 05:14:08,-10.1,TeenPatti,Jili POKER,10.1
2066812055196385280,17809814975174090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:15:31,0.7,USDT,1.08,2026-06-16 05:15:52,0.38,TeenPatti,Jili POKER,0.7
2066812306993037312,17809814977495090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:15:58,0.5,USDT,0,2026-06-16 05:16:23,-0.5,TeenPatti,Jili POKER,0.5
2066812307089506304,17809814979834090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:16:25,0.1,USDT,0,2026-06-16 05:16:33,-0.1,TeenPatti,Jili POKER,0.1
2066812307185975296,17809814980572090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:16:34,0.1,USDT,0,2026-06-16 05:16:41,-0.1,TeenPatti,Jili POKER,0.1
2066812307282444288,17809814981218090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:16:41,0.1,USDT,0,2026-06-16 05:16:50,-0.1,TeenPatti,Jili POKER,0.1
2066812306871402496,17809814982059090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:16:50,0.1,USDT,0,2026-06-16 05:16:58,-0.1,TeenPatti,Jili POKER,0.1
2066812407434035200,17809814982715090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:16:58,0.1,USDT,0,2026-06-16 05:17:05,-0.1,TeenPatti,Jili POKER,0.1
2066812407534698496,17809814983307090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:17:05,0.1,USDT,0,2026-06-16 05:17:12,-0.1,TeenPatti,Jili POKER,0.1
2066812558399619072,17809814983922090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:17:12,2.3,USDT,3.06,2026-06-16 05:17:47,0.76,TeenPatti,Jili POKER,2.3
2066812810133356544,17809814987106090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:17:51,0.7,USDT,0,2026-06-16 05:18:36,-0.7,TeenPatti,Jili POKER,0.7
2066812910654046208,17809814991002090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:18:38,0.3,USDT,0,2026-06-16 05:19:05,-0.3,TeenPatti,Jili POKER,0.3
2066813061716099072,17809814994773090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:19:23,0.3,USDT,0,2026-06-16 05:19:43,-0.3,TeenPatti,Jili POKER,0.3
2066813162408755200,17809814996488090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:19:43,0.3,USDT,0,2026-06-16 05:20:00,-0.3,TeenPatti,Jili POKER,0.3
2066813313483390976,17809814997938090722065063441742753792,2065063441742753792,aq1122,2026-06-16 05:20:01,0.3,USDT,0,2026-06-16 05:20:37,-0.3,TeenPatti,Jili POKER,0.3
